sample,GPSC
SRR6818100,4
SRR6817821,4
SRR6817960,4
SRR6818128,4
SRR6817823,4
SRR6818186,4
SRR6817745,4
SRR6818033,4
SRR6818180,4
SRR6818016,4
SRR6817979,4
SRR6818169,4
SRR6818050,4
SRR6817804,4
SRR6818209,4
SRR6818351,4
SRR6817920,4
SRR6818312,4
SRR6818264,4
SRR6818304,4
SRR6818344,4
SRR6817969,4
SRR6818118,4
SRR6818363,4
SRR6817842,4
SRR6818422,4
SRR6818310,4
SRR6817838,4
SRR6818248,4
SRR6818042,4
SRR6817906,4
SRR6817856,4
SRR6818087,4
SRR6818255,4
SRR6818276,4
SRR6817911,4
SRR6817795,4
SRR6818433,4
SRR6818377,4
SRR6818405,4
SRR6817964,4
SRR6817753,4
SRR6817798,4
SRR6818196,4
SRR6817857,4
SRR6817775,4
SRR6818307,4
SRR6818053,4
SRR6818288,4
SRR6818030,4
SRR6818144,4
SRR6817813,4
SRR6817701,4
SRR6818115,4
SRR6817724,4
SRR6818095,4
SRR6818187,4
SRR6818122,4
SRR6818292,4
SRR6817749,4
SRR6818341,4
SRR6817744,4
SRR6818425,4
SRR6818147,4
SRR6818388,4
SRR6818403,4
SRR6817769,4
SRR6818349,4
SRR6818025,4
SRR6818372,4
SRR6818055,4
SRR6817719,4
SRR6818210,4
SRR6818065,4
SRR6817966,4
SRR6818062,3
SRR6817858,3
SRR6817959,3
SRR6818336,3
SRR6818260,3
SRR6818104,3
SRR6818253,3
SRR6818317,3
SRR6817771,3
SRR6817967,3
SRR6817818,3
SRR6817800,3
SRR6818009,3
SRR6817877,3
SRR6817869,3
SRR6818400,3
SRR6818044,3
SRR6818184,3
SRR6817815,3
SRR6818204,3
SRR6818309,3
SRR6818194,3
SRR6817788,3
SRR6817743,3
SRR6818113,3
SRR6818090,3
SRR6817770,3
SRR6818020,3
SRR6818190,3
SRR6818409,3
SRR6818270,3
SRR6818437,3
SRR6818075,3
SRR6818158,3
SRR6818170,3
SRR6818040,3
SRR6818321,3
SRR6818421,3
SRR6817791,3
SRR6817888,3
SRR6817956,3
SRR6817942,3
SRR6818370,3
SRR6818379,3
SRR6818163,3
SRR6818251,3
SRR6818205,3
SRR6818177,3
SRR6817709,3
SRR6818195,3
SRR6817780,3
SRR6818392,3
SRR6817758,3
SRR6818203,3
SRR6817826,11
SRR6818211,11
SRR6818416,11
SRR6817994,11
SRR6817734,11
SRR6818105,11
SRR6817817,904;9
SRR6818212,904;9
SRR6817997,904;9
SRR6818278,904;9
SRR6818259,904;9
SRR6818197,904;9
SRR6817874,904;9
SRR6818311,904;9
SRR6818378,904;9
SRR6818041,904;9
SRR6817710,904;9
SRR6818102,904;9
SRR6817822,904;9
SRR6817915,904;9
SRR6818330,904;9
SRR6817948,904;9
SRR6818161,904;9
SRR6818334,904;9
SRR6817779,904;9
SRR6818220,904;9
SRR6818394,904;9
SRR6818340,904;9
SRR6818008,904;9
SRR6817831,904;9
SRR6817717,904;9
SRR6817816,904;9
SRR6817873,904;9
SRR6817725,904;9
SRR6818048,904;9
SRR6818166,904;9
SRR6818038,59
SRR6817973,59
SRR6818239,59
SRR6818289,59
SRR6818397,59
SRR6817896,59
SRR6818265,59
SRR6818396,59
SRR6818257,59
SRR6817834,59
SRR6817852,59
SRR6818066,59
SRR6817761,59
SRR6817996,59
SRR6818230,59
SRR6817885,59
SRR6818267,59
SRR6817839,59
SRR6818371,59
SRR6818097,59
SRR6818206,59
SRR6817952,59
SRR6818099,59
SRR6818231,59
SRR6818291,59
SRR6818427,59
SRR6818242,59
SRR6817707,59
SRR6817929,59
SRR6818037,59
SRR6817767,59
SRR6818086,59
SRR6818006,59
SRR6818119,59
SRR6818346,59
SRR6818092,59
SRR6818111,59
SRR6818074,59
SRR6817762,59
SRR6818390,59
SRR6818316,59
SRR6817936,59
SRR6817828,59
SRR6818103,59
SRR6817790,59
SRR6817993,59
SRR6817714,59
SRR6817712,59
SRR6818034,59
SRR6818193,59
SRR6817747,59
SRR6817759,59
SRR6818078,59
SRR6818353,59
SRR6817837,59
SRR6818077,59
SRR6818176,59
SRR6818223,59
SRR6818331,59
SRR6818049,59
SRR6817941,59
SRR6818354,59
SRR6818297,59
SRR6818290,59
SRR6818225,59
SRR6818263,59
SRR6817705,59
SRR6817863,59
SRR6818124,10
SRR6818011,36
SRR6818155,36
SRR6817708,36
SRR6818120,36
SRR6818214,36
SRR6817984,36
SRR6818036,36
SRR6818227,36
SRR6818360,36
SRR6817721,36
SRR6817809,36
SRR6818000,36
SRR6818338,36
SRR6818136,36
SRR6818221,36
SRR6817944,36
SRR6818171,36
SRR6818389,36
SRR6818300,36
SRR6818018,36
SRR6817940,36
SRR6817733,36
SRR6818029,36
SRR6817748,36
SRR6817843,36
SRR6818258,36
SRR6818368,36
SRR6817965,36
SRR6818019,36
SRR6817810,36
SRR6817891,36
SRR6818148,36
SRR6817720,36
SRR6818121,36
SRR6818243,36
SRR6818434,36
SRR6817730,36
SRR6818165,36
SRR6817958,36
SRR6818358,36
SRR6818108,36
SRR6817934,36
SRR6818137,36
SRR6817974,18
SRR6817736,18
SRR6817926,16
SRR6818002,16
SRR6817883,16
SRR6817760,16
SRR6817861,16
SRR6817986,16
SRR6817999,16
SRR6818385,16
SRR6818003,16
SRR6818061,16
SRR6817923,16
SRR6818182,19
SRR6817895,19
SRR6817998,19
SRR6817827,19
SRR6818164,19
SRR6817992,19
SRR6817902,19
SRR6818410,19
SRR6818013,19
SRR6817917,19
SRR6817922,19
SRR6817928,19
SRR6817704,19
SRR6817949,19
SRR6817757,19
SRR6817921,19
SRR6818252,19
SRR6817924,19
SRR6818362,19
SRR6818010,19
SRR6817845,19
SRR6818398,19
SRR6817864,19
SRR6817910,19
SRR6817735,19
SRR6817925,19
SRR6817785,19
SRR6818017,19
SRR6817808,19
SRR6818116,19
SRR6817703,19
SRR6818238,19
SRR6818401,19
SRR6817853,45
SRR6818337,45
SRR6818323,45
SRR6818207,45
SRR6817854,45
SRR6817756,45
SRR6818070,45
SRR6817987,45
SRR6818279,45
SRR6817865,45
SRR6818391,45
SRR6817977,45
SRR6817953,45
SRR6817723,99
SRR6817970,99
SRR6818145,99
SRR6818093,99
SRR6818130,99
SRR6817950,99
SRR6818308,99
SRR6818356,99
SRR6818375,99
SRR6817932,99
SRR6818325,99
SRR6818088,99
SRR6818361,99
SRR6818426,99
SRR6817988,99
SRR6818149,99
SRR6818131,99
SRR6818380,99
SRR6818266,99
SRR6817786,99
SRR6818098,99
SRR6818091,99
SRR6817820,99
SRR6818133,99
SRR6818191,99
SRR6818146,99
SRR6817909,99
SRR6818247,99
SRR6818245,99
SRR6817789,99
SRR6817907,12
SRR6817989,12
SRR6818407,12
SRR6818208,12
SRR6817754,12
SRR6818430,12
SRR6818256,12
SRR6818039,12
SRR6818395,12
SRR6817889,12
SRR6817901,12
SRR6817904,12
SRR6818435,12
SRR6817951,12
SRR6817711,12
SRR6818287,12
SRR6818274,12
SRR6818244,49
SRR6817914,49
SRR6817797,49
SRR6818318,49
SRR6818228,49
SRR6817718,49
SRR6817851,49
SRR6817782,49
SRR6818046,49
SRR6818298,6
SRR6818052,6
SRR6817728,6
SRR6818216,6
SRR6817981,6
SRR6818063,6
SRR6817742,6
SRR6817840,6
SRR6818294,6
SRR6817848,6
SRR6818412,6
SRR6817812,6
SRR6817930,27
SRR6817954,27
SRR6817982,27
SRR6817755,27
SRR6818222,27
SRR6818333,27
SRR6818043,27
SRR6817766,27
SRR6818357,27
SRR6818335,27
SRR6818314,27
SRR6818217,27
SRR6817765,27
SRR6818419,27
SRR6818076,27
SRR6818154,27
SRR6818085,27
SRR6818173,3
SRR6818127,3
SRR6818024,3
SRR6818367,3
SRR6817893,3
SRR6818189,3
SRR6818125,3
SRR6818152,3
SRR6818035,3
SRR6817875,3
SRR6817933,3
SRR6817991,3
SRR6817990,3
SRR6818109,3
SRR6818424,3
SRR6818327,3
SRR6817706,3
SRR6817870,3
SRR6817740,3
SRR6817832,48
SRR6818326,48
SRR6818031,132
SRR6818286,132
SRR6818415,132
SRR6818181,132
SRR6818293,132
SRR6818094,132
SRR6818303,132
SRR6818106,132
SRR6818364,132
SRR6818117,132
SRR6818342,132
SRR6817830,132
SRR6818005,132
SRR6817732,132
SRR6818420,132
SRR6817892,132
SRR6817855,132
SRR6817727,24
SRR6817768,24
SRR6817835,24
SRR6818056,24
SRR6817737,24
SRR6817913,24
SRR6817971,24
SRR6818436,24
SRR6817803,135
SRR6818261,135
SRR6818250,135
SRR6818123,135
SRR6817983,135
SRR6818413,135
SRR6818417,135
SRR6818202,135
SRR6818015,135
SRR6818151,135
SRR6818275,135
SRR6817752,135
SRR6817787,135
SRR6817862,76
SRR6817882,76
SRR6818295,57
SRR6817912,57
SRR6817773,57
SRR6818142,57
SRR6817716,18
SRR6818384,18
SRR6818132,18
SRR6817844,18
SRR6817793,18
SRR6818219,18
SRR6818374,18
SRR6817976,18
SRR6817962,18
SRR6818080,18
SRR6817726,89
SRR6818213,89
SRR6817905,89
SRR6817978,89
SRR6818282,89
SRR6818429,89
SRR6817729,32
SRR6818112,32
SRR6817796,32
SRR6817806,111
SRR6818058,111
SRR6818233,111
SRR6818393,111
SRR6817807,111
SRR6818414,111
SRR6818178,111
SRR6817897,111
SRR6817829,50
SRR6817900,11
SRR6817860,11
SRR6817805,11
SRR6818355,11
SRR6817935,11
SRR6818347,11
SRR6817879,11
SRR6818254,38
SRR6818183,38
SRR6818411,29
SRR6817945,29
SRR6817833,29
SRR6818283,29
SRR6818339,61
SRR6817713,119
SRR6817738,119
SRR6817836,119
SRR6818022,119
SRR6817866,60
SRR6818369,60
SRR6818345,60
SRR6818032,60
SRR6818229,60
SRR6818012,124
SRR6818246,124
SRR6818014,124
SRR6817824,124
SRR6818126,75
SRR6818047,75
SRR6818139,75
SRR6818140,75
SRR6818051,75
SRR6818431,140
SRR6817898,140
SRR6818296,140
SRR6818241,140
SRR6817868,175
SRR6817887,175
SRR6817881,175
SRR6818402,175
SRR6817741,15
SRR6817880,15
SRR6818249,15
SRR6818383,15
SRR6818162,156
SRR6818001,123
SRR6817972,123
SRR6818215,35
SRR6817963,35
SRR6818386,634
SRR6817850,126
SRR6818060,323
SRR6818376,NA
