sample,GPSC
ERR1066016,880;22;857;882
ERR1065967,880;22;857;882
ERR1065946,880;22;857;882
ERR1065531,880;22;857;882
ERR1065471,880;22;857;882
ERR1066010,880;22;857;882
ERR925204,880;22;857;882
ERR1065116,880;22;857;882
ERR908859,880;22;857;882
ERR925209,880;22;857;882
ERR925360,880;22;857;882
ERR1065315,880;22;857;882
ERR1065489,880;22;857;882
ERR925291,880;22;857;882
ERR925160,880;22;857;882
ERR1065273,880;22;857;882
ERR900726,880;22;857;882
ERR1065349,880;22;857;882
ERR1066069,880;22;857;882
ERR1065547,880;22;857;882
ERR1065499,880;22;857;882
ERR1065965,880;22;857;882
ERR1065905,880;22;857;882
ERR925040,21
ERR1065211,21
ERR909193,21
ERR913063,21
ERR913135,21
ERR913078,21
ERR909212,21
ERR909104,21
ERR908885,21
ERR913131,21
ERR925098,21
ERR925172,21
ERR913566,21
ERR908991,21
ERR909127,21
ERR925369,21
ERR1066020,21
ERR909316,21
ERR1065824,21
ERR908929,21
ERR909071,21
ERR909286,21
ERR908950,21
ERR925380,21
ERR909115,21
ERR909089,21
ERR909020,21
ERR925199,21
ERR913527,21
ERR1065428,21
ERR913560,21
ERR909041,21
ERR909202,21
ERR925122,21
ERR1065746,21
ERR908914,21
ERR909145,21
ERR900717,21
ERR908911,21
ERR925073,21
ERR925163,21
ERR1065903,21
ERR1065190,21
ERR1065446,21
ERR925397,21
ERR1065458,21
ERR925032,21
ERR1065786,21
ERR909267,21
ERR925322,21
ERR925193,21
ERR1065123,21
ERR908867,21
ERR909262,21
ERR913061,21
ERR925142,21
ERR913551,21
ERR925191,21
ERR908866,21
ERR908988,21
ERR909161,21
ERR908967,21
ERR909306,21
ERR1065246,21
ERR925207,21
ERR908893,21
ERR909054,21
ERR908948,21
ERR909159,21
ERR925114,21
ERR1065519,21
ERR908890,21
ERR925179,21
ERR1066048,21
ERR909108,21
ERR1065671,21
ERR1066137,21
ERR908980,21
ERR913544,21
ERR925391,21
ERR900658,21
ERR925149,21
ERR925323,21
ERR909162,21
ERR909094,21
ERR909126,21
ERR909312,21
ERR925061,21
ERR1065325,21
ERR908927,21
ERR1065303,21
ERR1065666,21
ERR900656,21
ERR913075,21
ERR1066013,21
ERR909252,21
ERR908964,21
ERR913533,21
ERR1065674,14
ERR925305,14
ERR925064,14
ERR1065369,14
ERR1065417,14
ERR1065889,14
ERR1065168,14
ERR925157,14
ERR1065407,14
ERR1065367,14
ERR925395,14
ERR1066153,14
ERR1065421,14
ERR900712,14
ERR925342,14
ERR1065580,14
ERR1066176,14
ERR909093,14
ERR1065981,14
ERR909242,14
ERR908869,14
ERR1066038,14
ERR908984,14
ERR1065479,14
ERR925221,14
ERR908990,14
ERR913502,14
ERR909084,14
ERR909008,14
ERR925072,14
ERR913101,14
ERR925290,14
ERR925182,14
ERR925357,14
ERR900723,14
ERR908868,14
ERR1066047,14
ERR900722,14
ERR1066095,14
ERR1065873,14
ERR925117,14
ERR909293,14
ERR908998,14
ERR913521,14
ERR1065673,14
ERR1065406,14
ERR1065722,14
ERR1065504,14
ERR1066162,14
ERR900682,14
ERR900683,14
ERR1065433,14
ERR913565,14
ERR1065688,14
ERR925165,14
ERR1065732,14
ERR900727,14
ERR1065721,14
ERR909165,14
ERR1065482,14
ERR1065375,14
ERR1065424,14
ERR908928,14
ERR925085,14
ERR913525,14
ERR1065692,14
ERR909244,14
ERR1066099,14
ERR1065719,14
ERR925071,14
ERR1065459,14
ERR908876,14
ERR909196,14
ERR900657,14
ERR1065872,14
ERR1066166,14
ERR1065383,14
ERR1065971,14
ERR1065350,14
ERR1066121,14
ERR1065729,14
ERR1066116,14
ERR909136,14
ERR908851,14
ERR1066142,14
ERR1065678,14
ERR908944,14
ERR925087,14
ERR1065559,14
ERR1066108,14
ERR913059,14
ERR925164,14
ERR900665,14
ERR925084,14
ERR1066053,14
ERR1065742,14
ERR909092,14
ERR1065911,14
ERR1065743,14
ERR908858,14
ERR925177,14
ERR925116,14
ERR913122,14
ERR1065292,14
ERR900696,14
ERR909304,11
ERR909017,11
ERR1065269,11
ERR1065703,11
ERR1065155,11
ERR1066148,11
ERR1065165,11
ERR925336,11
ERR925212,11
ERR1065455,11
ERR909258,11
ERR1065654,11
ERR925321,11
ERR1065943,11
ERR1066183,11
ERR925242,11
ERR900739,11
ERR1065739,11
ERR1066029,11
ERR1065803,11
ERR925129,11
ERR1065818,11
ERR925329,11
ERR909025,11
ERR1066074,11
ERR913500,11
ERR1065209,11
ERR1065378,17
ERR913152,17
ERR1065311,17
ERR909291,17
ERR925139,17
ERR1065147,17
ERR1066077,17
ERR1065335,17
ERR909111,17
ERR1065563,17
ERR1066139,17
ERR1065555,17
ERR1065667,17
ERR913062,17
ERR1065958,17
ERR913508,17
ERR1065174,17
ERR925372,17
ERR909187,17
ERR1065794,17
ERR1065319,17
ERR913118,17
ERR908879,17
ERR909044,17
ERR909035,17
ERR925262,17
ERR913139,17
ERR925093,17
ERR925230,17
ERR1066109,17
ERR1065649,17
ERR1066070,17
ERR1065659,17
ERR925188,17
ERR1065411,17
ERR1065679,17
ERR1065415,17
ERR909253,17
ERR1066134,17
ERR1066179,17
ERR925346,17
ERR909151,17
ERR909144,17
ERR1065994,17
ERR909135,17
ERR1065213,17
ERR913083,17
ERR909124,17
ERR1066117,17
ERR1065717,17
ERR1065290,17
ERR909112,17
ERR1065490,17
ERR908855,17
ERR913542,17
ERR909031,17
ERR1066126,17
ERR909072,17
ERR1066024,17
ERR900651,17
ERR1065895,17
ERR1065457,17
ERR913121,17
ERR909055,17
ERR909019,17
ERR913090,17
ERR925120,17
ERR913146,17
ERR1066051,17
ERR913529,17
ERR925081,17
ERR1065119,17
ERR1065216,17
ERR909285,17
ERR908942,17
ERR908947,17
ERR1065988,17
ERR1065343,17
ERR1065745,17
ERR1065668,17
ERR1066124,17
ERR1066066,17
ERR1065714,17
ERR1065957,34
ERR909068,34
ERR925257,34
ERR1066011,34
ERR1065356,34
ERR909109,34
ERR1065740,34
ERR1214697,34
ERR1065989,34
ERR913522,34
ERR1065522,34
ERR913505,34
ERR913094,34
ERR908925,34
ERR913483,34
ERR925144,34
ERR925327,34
ERR925222,34
ERR1065801,34
ERR1065995,34
ERR913079,34
ERR1065999,34
ERR1065243,34
ERR1065167,34
ERR1065188,34
ERR909030,34
ERR909213,34
ERR1065130,34
ERR925375,34
ERR925201,34
ERR1065298,34
ERR925348,34
ERR1065296,34
ERR925135,34
ERR1065180,34
ERR909034,34
ERR925273,34
ERR913086,34
ERR1065266,34
ERR908908,34
ERR900653,34
ERR925338,34
ERR1065258,34
ERR925370,34
ERR1065236,34
ERR913087,34
ERR1065306,34
ERR909005,34
ERR1066086,34
ERR908887,34
ERR925159,34
ERR1065726,34
ERR1066133,34
ERR1065203,34
ERR913081,34
ERR1065523,34
ERR908912,34
ERR908989,34
ERR913107,34
ERR909038,34
ERR909133,34
ERR908935,34
ERR1065972,34
ERR925132,34
ERR909027,34
ERR925092,34
ERR908976,34
ERR925174,34
ERR913498,34
ERR925359,34
ERR925344,34
ERR925153,34
ERR925175,33
ERR1065374,33
ERR1066046,33
ERR1066220,33
ERR908915,33
ERR1065148,33
ERR1066138,33
ERR925183,33
ERR908923,33
ERR1066205,33
ERR1065573,33
ERR909163,33
ERR1065510,33
ERR925187,33
ERR1065229,33
ERR913105,33
ERR925334,33
ERR909042,33
ERR1065648,33
ERR1066034,33
ERR1066073,33
ERR1066004,33
ERR1065550,33
ERR913126,33
ERR1065425,33
ERR1065806,33
ERR1065503,33
ERR908955,33
ERR909199,33
ERR908963,33
ERR1065811,33
ERR925200,33
ERR1066057,33
ERR1066149,33
ERR1065526,33
ERR925289,33
ERR1065940,33
ERR925079,33
ERR1065689,33
ERR1065698,33
ERR1066177,33
ERR909080,33
ERR1065764,33
ERR925237,33
ERR925260,33
ERR925301,33
ERR925192,33
ERR900668,33
ERR1065756,33
ERR913085,33
ERR1065694,33
ERR909154,33
ERR925111,33
ERR900735,33
ERR925055,33
ERR909052,33
ERR909117,33
ERR909205,33
ERR909233,33
ERR1065241,33
ERR1066118,33
ERR909284,33
ERR908961,33
ERR909114,33
ERR1065530,33
ERR1065408,33
ERR925141,33
ERR909061,33
ERR1066185,33
ERR925363,33
ERR925229,33
ERR900690,33
ERR913115,33
ERR1066187,33
ERR925303,33
ERR1065156,33
ERR1066143,33
ERR925190,33
ERR900648,33
ERR1066035,33
ERR1065187,33
ERR909180,33
ERR1065361,33
ERR909082,33
ERR1065151,33
ERR1065400,33
ERR1065140,33
ERR913496,1
ERR909167,1
ERR1065412,1
ERR1065334,1
ERR1066081,1
ERR1065115,1
ERR1066112,1
ERR1065696,1
ERR1065650,1
ERR1066120,1
ERR1066092,1
ERR1066167,1
ERR1065467,1
ERR1065491,1
ERR909175,1
ERR1066258,1
ERR1066030,1
ERR900684,1
ERR913534,1
ERR909156,1
ERR1065683,1
ERR1065888,1
ERR1065365,1
ERR1065708,1
ERR913523,1
ERR1065896,1
ERR909140,1
ERR1065881,1
ERR1065238,1
ERR1065912,1
ERR1066194,1
ERR1065864,1
ERR1065670,1
ERR1065936,1
ERR1065809,1
ERR1066032,1
ERR1066039,1
ERR909158,1
ERR909201,1
ERR1065242,1
ERR1065539,10
ERR1066021,10
ERR913147,10
ERR909036,10
ERR1066078,10
ERR1065502,10
ERR1065218,10
ERR1066163,10
ERR1066169,10
ERR1065551,10
ERR1065933,10
ERR1065556,10
ERR1065815,10
ERR1065699,10
ERR909012,10
ERR1066052,10
ERR925243,10
ERR909087,10
ERR1065348,10
ERR1065704,10
ERR1065662,10
ERR1065545,10
ERR1066026,37
ERR1066180,37
ERR900699,37
ERR900709,37
ERR900661,37
ERR900728,37
ERR913123,37
ERR908931,37
ERR1065544,37
ERR925236,37
ERR908943,37
ERR1065364,37
ERR1066102,37
ERR900710,37
ERR900705,37
ERR900647,37
ERR925080,37
ERR925049,37
ERR1065340,37
ERR909243,37
ERR909308,37
ERR900711,37
ERR909138,37
ERR1066130,37
ERR1065583,37
ERR1065676,37
ERR909303,37
ERR908874,37
ERR925385,37
ERR1065318,37
ERR913138,37
ERR909057,37
ERR908921,37
ERR925074,37
ERR1066071,37
ERR925107,37
ERR908883,37
ERR908909,37
ERR909324,37
ERR1066068,37
ERR925100,37
ERR925170,37
ERR913535,37
ERR925068,37
ERR1065178,37
ERR913145,37
ERR900713,37
ERR913109,37
ERR900675,37
ERR908975,37
ERR908861,37
ERR909134,37
ERR909096,37
ERR925058,37
ERR908902,37
ERR908930,37
ERR909088,37
ERR900676,37
ERR913108,37
ERR909048,37
ERR1066043,23
ERR1065254,23
ERR908860,904;9
ERR908932,904;9
ERR908917,904;9
ERR909118,904;9
ERR913064,904;9
ERR1066154,904;9
ERR900652,904;9
ERR900719,904;9
ERR925038,904;9
ERR1065675,904;9
ERR913552,904;9
ERR1065767,904;9
ERR925052,904;9
ERR913554,904;9
ERR908910,904;9
ERR1066170,904;9
ERR909113,904;9
ERR913514,904;9
ERR925048,904;9
ERR925259,25
ERR913494,25
ERR1065513,25
ERR1066103,25
ERR913506,25
ERR1065322,25
ERR1065291,25
ERR925218,25
ERR925335,25
ERR1065228,25
ERR1065959,25
ERR1065214,25
ERR1065557,25
ERR1066084,25
ERR913120,25
ERR909299,25
ERR909305,25
ERR913133,25
ERR1065270,25
ERR925330,25
ERR909281,25
ERR1065326,25
ERR925265,25
ERR909091,25
ERR925282,25
ERR1065287,25
ERR1065329,25
ERR1065205,25
ERR1066059,25
ERR1065733,25
ERR1065302,25
ERR1065131,25
ERR1065212,25
ERR1065337,25
ERR909238,25
ERR1066115,25
ERR1065454,25
ERR909221,25
ERR925277,25
ERR1065284,25
ERR1065363,25
ERR925399,25
ERR909269,25
ERR909309,25
ERR1065301,25
ERR1065561,25
ERR1065299,25
ERR1065514,25
ERR925283,25
ERR909283,25
ERR1065642,25
ERR1065429,25
ERR913099,25
ERR1065259,25
ERR1065443,25
ERR900737,25
ERR1065945,7
ERR909249,7
ERR909021,7
ERR1066199,7
ERR1065197,7
ERR1065295,7
ERR925270,7
ERR1065194,7
ERR1065771,7
ERR1065480,7
ERR1065777,7
ERR1066009,7
ERR913137,52
ERR1065410,52
ERR1065481,52
ERR925269,52
ERR1065998,52
ERR913116,52
ERR913130,52
ERR1066172,52
ERR925148,52
ERR925136,52
ERR908983,52
ERR1065409,52
ERR908977,52
ERR925278,52
ERR1065118,52
ERR925205,52
ERR913068,52
ERR900693,52
ERR1065158,52
ERR1065358,52
ERR909245,52
ERR925373,52
ERR900685,52
ERR1065166,52
ERR913519,52
ERR1065661,52
ERR1065248,52
ERR1065357,52
ERR909241,52
ERR925106,52
ERR900659,52
ERR925234,52
ERR909184,52
ERR909220,52
ERR909198,52
ERR1065969,52
ERR909060,52
ERR1066101,52
ERR925140,52
ERR909234,52
ERR909141,52
ERR900734,52
ERR1066152,52
ERR913491,52
ERR1065525,52
ERR909063,52
ERR925178,52
ERR913125,52
ERR1066181,52
ERR925293,52
ERR925339,52
ERR1065255,48
ERR925241,48
ERR925287,48
ERR1065512,48
ERR900733,48
ERR909203,48
ERR909183,48
ERR909186,48
ERR925145,48
ERR1065447,48
ERR1065770,48
ERR909231,48
ERR925134,48
ERR925266,48
ERR1065553,48
ERR1065548,48
ERR900674,48
ERR1065164,48
ERR908954,48
ERR1066155,48
ERR1065272,48
ERR908965,48
ERR1065970,48
ERR1065117,48
ERR900725,48
ERR909171,48
ERR1065282,48
ERR1065206,48
ERR908900,48
ERR913563,48
ERR925198,48
ERR925244,48
ERR909182,48
ERR909310,48
ERR909246,48
ERR913511,48
ERR1065702,43
ERR1066028,43
ERR1066191,43
ERR913569,43
ERR1066129,43
ERR1065930,43
ERR1066197,43
ERR1065536,43
ERR1065122,43
ERR1065814,43
ERR909177,43
ERR925314,43
ERR925345,43
ERR909190,43
ERR1066200,43
ERR913503,43
ERR1066012,3
ERR1065956,3
ERR1065392,3
ERR908958,3
ERR925232,3
ERR1066001,3
ERR909229,3
ERR1065456,3
ERR925272,3
ERR909266,3
ERR1066165,3
ERR1066111,3
ERR1065922,3
ERR925156,3
ERR1065537,3
ERR1065449,3
ERR908959,3
ERR909247,3
ERR913526,3
ERR1065923,3
ERR925383,40
ERR925387,40
ERR925312,40
ERR1066178,40
ERR925202,40
ERR1065515,40
ERR909110,40
ERR925381,40
ERR1065571,40
ERR908940,40
ERR913072,40
ERR1065191,40
ERR1065975,40
ERR909002,40
ERR900655,90
ERR925309,90
ERR908894,90
ERR900703,90
ERR1066158,90
ERR1065388,90
ERR1066171,90
ERR909239,90
ERR1065950,90
ERR925358,90
ERR1066104,90
ERR908926,90
ERR900671,90
ERR925225,90
ERR925353,90
ERR908865,90
ERR913103,90
ERR1066157,90
ERR925256,90
ERR900663,90
ERR1065262,90
ERR908952,18
ERR908966,18
ERR913548,18
ERR1065135,51
ERR1065310,51
ERR925103,51
ERR908957,51
ERR909009,51
ERR925356,51
ERR925137,51
ERR909028,51
ERR1065807,51
ERR913487,51
ERR1066135,51
ERR1066168,51
ERR925226,51
ERR1065760,51
ERR909194,51
ERR908913,51
ERR925152,51
ERR908873,51
ERR1065304,51
ERR925382,51
ERR1066091,51
ERR909259,51
ERR908901,51
ERR900666,51
ERR909197,51
ERR1214705,51
ERR908999,51
ERR909172,51
ERR908891,51
ERR909251,51
ERR908962,51
ERR1065338,51
ERR909152,57
ERR1066182,57
ERR1065735,57
ERR909129,57
ERR913070,57
ERR1065710,57
ERR925105,57
ERR1066056,57
ERR908850,57
ERR900650,57
ERR1065185,57
ERR909050,57
ERR1065784,57
ERR1065313,57
ERR925097,57
ERR909098,57
ERR909010,57
ERR1214703,57
ERR925109,57
ERR1065955,16
ERR925296,30
ERR900714,30
ERR1065475,30
ERR900706,30
ERR1065294,30
ERR1066201,30
ERR909176,30
ERR909148,30
ERR909157,30
ERR1065826,30
ERR925294,61
ERR909106,61
ERR1066006,61
ERR1065574,61
ERR1065323,61
ERR1065542,61
ERR1065285,61
ERR1066156,61
ERR1214704,61
ERR909014,61
ERR1065498,61
ERR1065951,61
ERR1065825,61
ERR1066127,61
ERR908924,61
ERR909181,61
ERR900677,41
ERR900686,41
ERR909169,41
ERR1066033,41
ERR1065529,41
ERR1065724,41
ERR909046,41
ERR900669,41
ERR908949,41
ERR900678,41
ERR1065686,41
ERR913077,41
ERR1065716,41
ERR900646,41
ERR909295,41
ERR1066151,41
ERR1065977,41
ERR909271,41
ERR1066128,41
ERR909029,41
ERR1065316,54
ERR909062,54
ERR1065487,54
ERR1065332,54
ERR925054,54
ERR1065927,54
ERR913141,54
ERR925095,54
ERR1065170,54
ERR909077,54
ERR908884,54
ERR925065,54
ERR909319,54
ERR909150,54
ERR1065761,54
ERR909083,54
ERR1065182,54
ERR1065324,54
ERR913060,54
ERR1065705,54
ERR909011,54
ERR1065391,54
ERR1065727,54
ERR913530,38
ERR925028,38
ERR925251,38
ERR925398,38
ERR925168,38
ERR1065747,38
ERR1065976,38
ERR925238,38
ERR1065366,38
ERR908922,38
ERR1065978,38
ERR1065538,38
ERR925062,38
ERR1065730,38
ERR1066110,38
ERR908880,38
ERR1065355,38
ERR925284,38
ERR1066008,38
ERR913541,49
ERR908937,49
ERR913489,49
ERR1066044,49
ERR909024,49
ERR913129,49
ERR909230,49
ERR1065377,49
ERR900700,56
ERR1066106,56
ERR1065244,56
ERR908971,56
ERR900736,93
ERR1065772,93
ERR909075,93
ERR909300,93
ERR1066212,93
ERR1065232,93
ERR909067,93
ERR908981,93
ERR1066036,93
ERR900729,93
ERR1065210,93
ERR925366,93
ERR913132,93
ERR1214698,93
ERR909318,93
ERR1065341,93
ERR909100,93
ERR913097,93
ERR900721,93
ERR913520,93
ERR925377,877;88
ERR925307,877;88
ERR1065163,877;88
ERR900738,133
ERR909099,133
ERR1065763,133
ERR925130,133
ERR908898,133
ERR925240,133
ERR913547,133
ERR909191,133
ERR925343,133
ERR909260,133
ERR1065451,133
ERR925051,133
ERR909223,133
ERR925036,133
ERR925088,133
ERR925057,133
ERR913076,133
ERR900694,79
ERR925070,79
ERR913485,79
ERR909001,79
ERR1065141,79
ERR900697,79
ERR925227,79
ERR925069,79
ERR909053,79
ERR1065966,79
ERR1066113,79
ERR1065660,79
ERR909045,79
ERR900672,79
ERR1065652,79
ERR913092,79
ERR1066190,91;756
ERR1065305,91;756
ERR925285,91;756
ERR925316,125
ERR909155,125
ERR925224,125
ERR925396,125
ERR909215,125
ERR909216,125
ERR913140,125
ERR913510,125
ERR913512,125
ERR908875,125
ERR925332,125
ERR1065432,125
ERR1065822,125
ERR913089,125
ERR1065808,125
ERR908896,126
ERR1065275,126
ERR1066031,126
ERR909255,126
ERR925154,126
ERR1065278,126
ERR1065386,126
ERR1065288,126
ERR1065535,126
ERR1065948,126
ERR909274,126
ERR909282,126
ERR909222,126
ERR925298,126
ERR1065382,126
ERR1066065,102
ERR925063,102
ERR913066,102
ERR908889,102
ERR925252,102
ERR925295,102
ERR1065195,102
ERR913524,102
ERR925029,102
ERR913484,102
ERR908938,102
ERR1065685,102
ERR909265,102
ERR909257,102
ERR925086,68
ERR900667,68
ERR925102,68
ERR925094,68
ERR925030,68
ERR913144,68
ERR1065465,68
ERR1065816,68
ERR1066144,68
ERR908993,68
ERR1066049,68
ERR925211,92
ERR1065351,92
ERR1065980,92
ERR925258,92
ERR1065953,92
ERR909228,92
ERR925155,92
ERR1065215,92
ERR925162,92
ERR1066042,92
ERR913088,4
ERR1065352,4
ERR925043,4
ERR925313,4
ERR925368,4
ERR1065297,12
ERR925056,12
ERR1066160,12
ERR925355,47
ERR908941,52
ERR908853,52
ERR909256,52
ERR908968,52
ERR909317,52
ERR1066131,52
ERR1065963,52
ERR913490,52
ERR1066018,52
ERR1065222,52
ERR1065183,52
ERR1065317,2
ERR1065320,2
ERR1065265,2
ERR1065307,2
ERR908987,2
ERR925300,67
ERR908918,67
ERR900673,67
ERR1065264,67
ERR1065734,67
ERR1065419,77
ERR908956,77
ERR908972,77
ERR900708,77
ERR925053,77
ERR925078,77
ERR900716,77
ERR908995,77
ERR925045,77
ERR925213,77
ERR1065279,114
ERR1065416,114
ERR1065725,114
ERR909107,114
ERR909032,114
ERR925228,114
ERR1066085,114
ERR1065751,114
ERR909086,114
ERR925281,178
ERR1065669,178
ERR1065691,178
ERR1065572,178
ERR909280,159
ERR925371,159
ERR1065925,159
ERR909069,159
ERR925275,159
ERR909287,159
ERR909279,159
ERR925090,159
ERR1065737,159
ERR1065712,32
ERR1065738,32
ERR1066125,32
ERR1065741,32
ERR925147,199
ERR900730,199
ERR1066080,199
ERR909321,199
ERR909236,199
ERR1065783,199
ERR1065389,199
ERR1066064,199
ERR1066107,199
ERR1065126,46
ERR1065505,46
ERR1065718,46
ERR1066189,46
ERR1066146,37
ERR913540,37
ERR909224,36
ERR909073,179
ERR1066105,179
ERR913080,179
ERR908994,179
ERR1066093,179
ERR1065268,179
ERR1065250,179
ERR1066147,179
ERR1065715,192
ERR1065379,192
ERR1214700,192
ERR925075,192
ERR925248,171
ERR913124,171
ERR909119,171
ERR913557,35
ERR909090,35
ERR908979,35
ERR1065157,35
ERR1065496,35
ERR925347,35
ERR1066087,35
ERR925127,8
ERR1066079,8
ERR925059,8
ERR1066090,8
ERR900704,246
ERR900649,246
ERR1065672,246
ERR900681,246
ERR913110,246
ERR908888,246
ERR900689,246
ERR925176,160
ERR925077,160
ERR1065339,160
ERR1065723,160
ERR1066164,160
ERR913065,160
ERR1065924,160
ERR1065384,299
ERR925050,116
ERR1065533,116
ERR1065585,116
ERR913509,206
ERR909131,206
ERR1066184,142
ERR1065328,142
ERR1066015,26
ERR1065440,26
ERR1065196,148;903
ERR1065856,148;903
ERR925268,148;903
ERR1065359,148;903
ERR1065331,259
ERR1065274,259
ERR1065431,259
ERR925126,259
ERR909037,184
ERR909164,184
ERR925101,210
ERR925119,210
ERR909120,210
ERR925033,210
ERR913104,210
ERR909208,143
ERR900688,70
ERR900692,70
ERR1065996,70
ERR913504,70
ERR1214699,70
ERR1065150,169
ERR909189,169
ERR908919,169
ERR1065680,169
ERR925181,169
ERR1065154,102
ERR925337,102
ERR925376,102
ERR1065162,102
ERR1065138,102
ERR1065221,207
ERR925331,207
ERR1066019,207
ERR1065682,207
ERR909206,207
ERR925044,170
ERR1065260,194
ERR913546,194
ERR913556,194
ERR1065435,194
ERR909013,194
ERR1066192,129
ERR908933,218
ERR908970,95
ERR1065267,137
ERR1065385,137
ERR925328,137
ERR1066188,137
ERR1065142,233
ERR1065904,233
ERR913150,201
ERR913148,201
ERR900691,201
ERR909149,201
