Taxon,Cluster
ERR1065562,15
ERR1065427,15
ERR925110,15
ERR913136,15
ERR1065810,15
ERR913555,15
ERR1066193,15
ERR1065657,15
ERR909200,15
ERR925143,25_184
ERR1065701,25_184
ERR1065511,25_184
ERR913528,25_184
ERR1065823,25_184
ERR913096,25_184
ERR1065233,25_184
ERR909204,25_184
ERR1065952,25_184
ERR908982,25_184
ERR1065207,25_184
ERR1065568,25_184
ERR1065199,25_184
ERR925214,25_184
ERR1065960,25_184
ERR925384,25_184
ERR1065646,25_184
ERR1065954,25_184
ERR1065146,25_184
ERR1065289,25_184
ERR1066045,25_184
ERR925027,25_184
ERR925245,25_184
ERR909147,25_184
ERR1066076,25_184
ERR1066014,25_184
ERR1065962,25_184
ERR909004,25_184
ERR908996,25_184
ERR1065565,25_184
ERR925374,25_184
ERR1065143,25_184
ERR1066000,25_184
ERR925220,25_184
ERR1065942,25_184
ERR1065974,25_184
ERR909128,25_184
ERR925197,25_184
ERR909105,25_184
ERR913558,25_184
ERR1066002,25_184
ERR909188,25_184
ERR925308,25_184
ERR1065219,25_184
ERR1065286,25_184
ERR1065252,25_184
ERR909066,25_184
ERR1065979,25_184
ERR1065495,25_184
ERR909047,25_184
ERR1065720,25_184
ERR1065938,25_184
ERR909081,25_184
ERR1065189,25_184
ERR925340,25_184
ERR1065755,25_184
ERR925150,25_184
ERR925400,25_184
ERR925167,25_184
ERR909297,25_184
ERR1065848,25_184
ERR1065567,25_184
ERR925378,25_184
ERR1065159,25_184
ERR900732,25_184
ERR925297,25_184
ERR1065488,25_184
ERR909137,25_184
ERR1065684,25_184
ERR1065235,25_184
ERR909302,25_184
ERR909294,25_184
ERR908951,25_184
ERR1066098,25_184
ERR909033,25_184
ERR1065300,25_184
ERR1065990,25_184
ERR1065795,25_184
ERR1065993,25_184
ERR909250,25_184
ERR1065256,25_184
ERR913561,25_184
ERR925035,25_184
ERR925123,25_184
ERR1065560,25_184
ERR1065387,25_184
ERR913149,25_184
ERR925076,25_184
ERR1065643,25_184
ERR1065934,25_184
ERR1066003,25_184
ERR913128,25_184
ERR925280,25_184
ERR1066016,25_184
ERR1065967,25_184
ERR1065946,25_184
ERR1065531,25_184
ERR1065471,25_184
ERR1066010,25_184
ERR925204,25_184
ERR1065116,25_184
ERR908859,25_184
ERR925209,25_184
ERR925360,25_184
ERR1065315,25_184
ERR1065489,25_184
ERR925291,25_184
ERR925160,25_184
ERR1065273,25_184
ERR900726,25_184
ERR1065349,25_184
ERR1066069,25_184
ERR1065547,25_184
ERR1065499,25_184
ERR1065965,25_184
ERR1065905,25_184
ERR925040,21
ERR1065211,21
ERR909193,21
ERR913063,21
ERR913135,21
ERR913078,21
ERR909212,21
ERR909104,21
ERR908885,21
ERR913131,21
ERR925098,21
ERR925172,21
ERR913566,21
ERR908991,21
ERR909127,21
ERR925369,21
ERR1066020,21
ERR909316,21
ERR1065824,21
ERR908929,21
ERR909071,21
ERR909286,21
ERR908950,21
ERR925380,21
ERR909115,21
ERR909089,21
ERR909020,21
ERR925199,21
ERR913527,21
ERR1065428,21
ERR913560,21
ERR909041,21
ERR909202,21
ERR925122,21
ERR1065746,21
ERR908914,21
ERR909145,21
ERR900717,21
ERR908911,21
ERR925073,21
ERR925163,21
ERR1065903,21
ERR1065190,21
ERR1065446,21
ERR925397,21
ERR1065458,21
ERR925032,21
ERR1065786,21
ERR909267,21
ERR925322,21
ERR925193,21
ERR1065123,21
ERR908867,21
ERR909262,21
ERR913061,21
ERR925142,21
ERR913551,21
ERR925191,21
ERR908866,21
ERR908988,21
ERR909161,21
ERR908967,21
ERR909306,21
ERR1065246,21
ERR925207,21
ERR908893,21
ERR909054,21
ERR908948,21
ERR909159,21
ERR925114,21
ERR1065519,21
ERR908890,21
ERR925179,21
ERR1066048,21
ERR909108,21
ERR1065671,21
ERR1066137,21
ERR908980,21
ERR913544,21
ERR925391,21
ERR900658,21
ERR925149,21
ERR925323,21
ERR909162,21
ERR909094,21
ERR909126,21
ERR909312,21
ERR925061,21
ERR1065325,21
ERR908927,21
ERR1065303,21
ERR1065666,21
ERR900656,21
ERR913075,21
ERR1066013,21
ERR909252,21
ERR908964,21
ERR913533,21
ERR1065674,16
ERR925305,16
ERR925064,16
ERR1065369,16
ERR1065417,16
ERR1065889,16
ERR1065168,16
ERR925157,16
ERR1065407,16
ERR1065367,16
ERR925395,16
ERR1066153,16
ERR1065421,16
ERR900712,16
ERR925342,16
ERR1065580,16
ERR1066176,16
ERR909093,16
ERR1065981,16
ERR909242,16
ERR908869,16
ERR1066038,16
ERR908984,16
ERR1065479,16
ERR925221,16
ERR908990,16
ERR913502,16
ERR909084,16
ERR909008,16
ERR925072,16
ERR913101,16
ERR925290,16
ERR925182,16
ERR925357,16
ERR900723,16
ERR908868,16
ERR1066047,16
ERR900722,16
ERR1066095,16
ERR1065873,16
ERR925117,16
ERR909293,16
ERR908998,16
ERR913521,16
ERR1065673,16
ERR1065406,16
ERR1065722,16
ERR1065504,16
ERR1066162,16
ERR900682,16
ERR900683,16
ERR1065433,16
ERR913565,16
ERR1065688,16
ERR925165,16
ERR1065732,16
ERR900727,16
ERR1065721,16
ERR909165,16
ERR1065482,16
ERR1065375,16
ERR1065424,16
ERR908928,16
ERR925085,16
ERR913525,16
ERR1065692,16
ERR909244,16
ERR1066099,16
ERR1065719,16
ERR925071,16
ERR1065459,16
ERR908876,16
ERR909196,16
ERR900657,16
ERR1065872,16
ERR1066166,16
ERR1065383,16
ERR1065971,16
ERR1065350,16
ERR1066121,16
ERR1065729,16
ERR1066116,16
ERR909136,16
ERR908851,16
ERR1066142,16
ERR1065678,16
ERR908944,16
ERR925087,16
ERR1065559,16
ERR1066108,16
ERR913059,16
ERR925164,16
ERR900665,16
ERR925084,16
ERR1066053,16
ERR1065742,16
ERR909092,16
ERR1065911,16
ERR1065743,16
ERR908858,16
ERR925177,16
ERR925116,16
ERR913122,16
ERR1065292,16
ERR900696,16
ERR909304,23
ERR909017,23
ERR1065269,23
ERR1065703,23
ERR1065155,23
ERR1066148,23
ERR1065165,23
ERR925336,23
ERR925212,23
ERR1065455,23
ERR909258,23
ERR1065654,23
ERR925321,23
ERR1065943,23
ERR1066183,23
ERR925242,23
ERR900739,23
ERR1065739,23
ERR1066029,23
ERR1065803,23
ERR925129,23
ERR1065818,23
ERR925329,23
ERR909025,23
ERR1066074,23
ERR913500,23
ERR1065209,23
ERR1065378,18
ERR913152,18
ERR1065311,18
ERR909291,18
ERR925139,18
ERR1065147,18
ERR1066077,18
ERR1065335,18
ERR909111,18
ERR1065563,18
ERR1066139,18
ERR1065555,18
ERR1065667,18
ERR913062,18
ERR1065958,18
ERR913508,18
ERR1065174,18
ERR925372,18
ERR909187,18
ERR1065794,18
ERR1065319,18
ERR913118,18
ERR908879,18
ERR909044,18
ERR909035,18
ERR925262,18
ERR913139,18
ERR925093,18
ERR925230,18
ERR1066109,18
ERR1065649,18
ERR1066070,18
ERR1065659,18
ERR925188,18
ERR1065411,18
ERR1065679,18
ERR1065415,18
ERR909253,18
ERR1066134,18
ERR1066179,18
ERR925346,18
ERR909151,18
ERR909144,18
ERR1065994,18
ERR909135,18
ERR1065213,18
ERR913083,18
ERR909124,18
ERR1066117,18
ERR1065717,18
ERR1065290,18
ERR909112,18
ERR1065490,18
ERR908855,18
ERR913542,18
ERR909031,18
ERR1066126,18
ERR909072,18
ERR1066024,18
ERR900651,18
ERR1065895,18
ERR1065457,18
ERR913121,18
ERR909055,18
ERR909019,18
ERR913090,18
ERR925120,18
ERR913146,18
ERR1066051,18
ERR913529,18
ERR925081,18
ERR1065119,18
ERR1065216,18
ERR909285,18
ERR908942,18
ERR908947,18
ERR1065988,18
ERR1065343,18
ERR1065745,18
ERR1065668,18
ERR1066124,18
ERR1066066,18
ERR1065714,18
ERR1065957,28
ERR909068,28
ERR925257,28
ERR1066011,28
ERR1065356,28
ERR909109,28
ERR1065740,28
ERR1214697,28
ERR1065989,28
ERR913522,28
ERR1065522,28
ERR913505,28
ERR913094,28
ERR908925,28
ERR913483,28
ERR925144,28
ERR925327,28
ERR925222,28
ERR1065801,28
ERR1065995,28
ERR913079,28
ERR1065999,28
ERR1065243,28
ERR1065167,28
ERR1065188,28
ERR909030,28
ERR909213,28
ERR1065130,28
ERR925375,28
ERR925201,28
ERR1065298,28
ERR925348,28
ERR1065296,28
ERR925135,28
ERR1065180,28
ERR909034,28
ERR925273,28
ERR913086,28
ERR1065266,28
ERR908908,28
ERR900653,28
ERR925338,28
ERR1065258,28
ERR925370,28
ERR1065236,28
ERR913087,28
ERR1065306,28
ERR909005,28
ERR1066086,28
ERR908887,28
ERR925159,28
ERR1065726,28
ERR1066133,28
ERR1065203,28
ERR913081,28
ERR1065523,28
ERR908912,28
ERR908989,28
ERR913107,28
ERR909038,28
ERR909133,28
ERR908935,28
ERR1065972,28
ERR925132,28
ERR909027,28
ERR925092,28
ERR908976,28
ERR925174,28
ERR913498,28
ERR925359,28
ERR925344,28
ERR925153,28
ERR925175,48
ERR1065374,48
ERR1066046,48
ERR1066220,48
ERR908915,48
ERR1065148,48
ERR1066138,48
ERR925183,48
ERR908923,48
ERR1066205,48
ERR1065573,48
ERR909163,48
ERR1065510,48
ERR925187,48
ERR1065229,48
ERR913105,48
ERR925334,48
ERR909042,48
ERR1065648,48
ERR1066034,48
ERR1066073,48
ERR1066004,48
ERR1065550,48
ERR913126,48
ERR1065425,48
ERR1065806,48
ERR1065503,48
ERR908955,48
ERR909199,48
ERR908963,48
ERR1065811,48
ERR925200,48
ERR1066057,48
ERR1066149,48
ERR1065526,48
ERR925289,48
ERR1065940,48
ERR925079,48
ERR1065689,48
ERR1065698,48
ERR1066177,48
ERR909080,48
ERR1065764,48
ERR925237,48
ERR925260,48
ERR925301,48
ERR925192,48
ERR900668,48
ERR1065756,48
ERR913085,48
ERR1065694,48
ERR909154,48
ERR925111,48
ERR900735,48
ERR925055,48
ERR909052,48
ERR909117,48
ERR909205,48
ERR909233,48
ERR1065241,48
ERR1066118,48
ERR909284,48
ERR908961,48
ERR909114,48
ERR1065530,48
ERR1065408,48
ERR925141,48
ERR909061,48
ERR1066185,48
ERR925363,48
ERR925229,48
ERR900690,48
ERR913115,48
ERR1066187,48
ERR925303,48
ERR1065156,48
ERR1066143,48
ERR925190,48
ERR900648,48
ERR1066035,48
ERR1065187,48
ERR909180,48
ERR1065361,48
ERR909082,48
ERR1065151,48
ERR1065400,48
ERR1065140,48
ERR913496,1
ERR909167,1
ERR1065412,1
ERR1065334,1
ERR1066081,1
ERR1065115,1
ERR1066112,1
ERR1065696,1
ERR1065650,1
ERR1066120,1
ERR1066092,1
ERR1066167,1
ERR1065467,1
ERR1065491,1
ERR909175,1
ERR1066258,1
ERR1066030,1
ERR900684,1
ERR913534,1
ERR909156,1
ERR1065683,1
ERR1065888,1
ERR1065365,1
ERR1065708,1
ERR913523,1
ERR1065896,1
ERR909140,1
ERR1065881,1
ERR1065238,1
ERR1065912,1
ERR1066194,1
ERR1065864,1
ERR1065670,1
ERR1065936,1
ERR1065809,1
ERR1066032,1
ERR1066039,1
ERR909158,1
ERR909201,1
ERR1065242,1
ERR1065539,6
ERR1066021,6
ERR913147,6
ERR909036,6
ERR1066078,6
ERR1065502,6
ERR1065218,6
ERR1066163,6
ERR1066169,6
ERR1065551,6
ERR1065933,6
ERR1065556,6
ERR1065815,6
ERR1065699,6
ERR909012,6
ERR1066052,6
ERR925243,6
ERR909087,6
ERR1065348,6
ERR1065704,6
ERR1065662,6
ERR1065545,6
ERR1066026,40
ERR1066180,40
ERR900699,40
ERR900709,40
ERR900661,40
ERR900728,40
ERR913123,40
ERR908931,40
ERR1065544,40
ERR925236,40
ERR908943,40
ERR1065364,40
ERR1066102,40
ERR900710,40
ERR900705,40
ERR900647,40
ERR925080,40
ERR925049,40
ERR1065340,40
ERR909243,40
ERR909308,40
ERR900711,40
ERR909138,40
ERR1066130,40
ERR1065583,40
ERR1065676,40
ERR909303,40
ERR908874,40
ERR925385,40
ERR1065318,40
ERR913138,40
ERR909057,40
ERR908921,40
ERR925074,40
ERR1066071,40
ERR925107,40
ERR908883,40
ERR908909,40
ERR909324,40
ERR1066068,40
ERR925100,40
ERR925170,40
ERR913535,40
ERR925068,40
ERR1065178,40
ERR913145,40
ERR900713,40
ERR913109,40
ERR900675,40
ERR908975,40
ERR908861,40
ERR909134,40
ERR909096,40
ERR925058,40
ERR908902,40
ERR908930,40
ERR909088,40
ERR900676,40
ERR913108,40
ERR909048,40
ERR1066043,11
ERR1065254,11
ERR908860,12
ERR908932,12
ERR908917,12
ERR909118,12
ERR913064,12
ERR1066154,12
ERR900652,12
ERR900719,12
ERR925038,12
ERR1065675,12
ERR913552,12
ERR1065767,12
ERR925052,12
ERR913554,12
ERR908910,12
ERR1066170,12
ERR909113,12
ERR913514,12
ERR925048,12
ERR925259,30
ERR913494,30
ERR1065513,30
ERR1066103,30
ERR913506,30
ERR1065322,30
ERR1065291,30
ERR925218,30
ERR925335,30
ERR1065228,30
ERR1065959,30
ERR1065214,30
ERR1065557,30
ERR1066084,30
ERR913120,30
ERR909299,30
ERR909305,30
ERR913133,30
ERR1065270,30
ERR925330,30
ERR909281,30
ERR1065326,30
ERR925265,30
ERR909091,30
ERR925282,30
ERR1065287,30
ERR1065329,30
ERR1065205,30
ERR1066059,30
ERR1065733,30
ERR1065302,30
ERR1065131,30
ERR1065212,30
ERR1065337,30
ERR909238,30
ERR1066115,30
ERR1065454,30
ERR909221,30
ERR925277,30
ERR1065284,30
ERR1065363,30
ERR925399,30
ERR909269,30
ERR909309,30
ERR1065301,30
ERR1065561,30
ERR1065299,30
ERR1065514,30
ERR925283,30
ERR909283,30
ERR1065642,30
ERR1065429,30
ERR913099,30
ERR1065259,30
ERR1065443,30
ERR900737,30
ERR1065945,7
ERR909249,7
ERR909021,7
ERR1066199,7
ERR1065197,7
ERR1065295,7
ERR925270,7
ERR1065194,7
ERR1065771,7
ERR1065480,7
ERR1065777,7
ERR1066009,7
ERR913137,73
ERR1065410,73
ERR1065481,73
ERR925269,73
ERR1065998,73
ERR913116,73
ERR913130,73
ERR1066172,73
ERR925148,73
ERR925136,73
ERR908983,73
ERR1065409,73
ERR908977,73
ERR925278,73
ERR1065118,73
ERR925205,73
ERR913068,73
ERR900693,73
ERR1065158,73
ERR1065358,73
ERR909245,73
ERR925373,73
ERR900685,73
ERR1065166,73
ERR913519,73
ERR1065661,73
ERR1065248,73
ERR1065357,73
ERR909241,73
ERR925106,73
ERR900659,73
ERR925234,73
ERR909184,73
ERR909220,73
ERR909198,73
ERR1065969,73
ERR909060,73
ERR1066101,73
ERR925140,73
ERR909234,73
ERR909141,73
ERR900734,73
ERR1066152,73
ERR913491,73
ERR1065525,73
ERR909063,73
ERR925178,73
ERR913125,73
ERR1066181,73
ERR925293,73
ERR925339,73
ERR1065255,45
ERR925241,45
ERR925287,45
ERR1065512,45
ERR900733,45
ERR909203,45
ERR909183,45
ERR909186,45
ERR925145,45
ERR1065447,45
ERR1065770,45
ERR909231,45
ERR925134,45
ERR925266,45
ERR1065553,45
ERR1065548,45
ERR900674,45
ERR1065164,45
ERR908954,45
ERR1066155,45
ERR1065272,45
ERR908965,45
ERR1065970,45
ERR1065117,45
ERR900725,45
ERR909171,45
ERR1065282,45
ERR1065206,45
ERR908900,45
ERR913563,45
ERR925198,45
ERR925244,45
ERR909182,45
ERR909310,45
ERR909246,45
ERR913511,45
ERR1065702,37
ERR1066028,37
ERR1066191,37
ERR913569,37
ERR1066129,37
ERR1065930,37
ERR1066197,37
ERR1065536,37
ERR1065122,37
ERR1065814,37
ERR909177,37
ERR925314,37
ERR925345,37
ERR909190,37
ERR1066200,37
ERR913503,37
ERR1066012,5
ERR1065956,5
ERR1065392,5
ERR908958,5
ERR925232,5
ERR1066001,5
ERR909229,5
ERR1065456,5
ERR925272,5
ERR909266,5
ERR1066165,5
ERR1066111,5
ERR1065922,5
ERR925156,5
ERR1065537,5
ERR1065449,5
ERR908959,5
ERR909247,5
ERR913526,5
ERR1065923,5
ERR925383,27
ERR925387,27
ERR925312,27
ERR1066178,27
ERR925202,27
ERR1065515,27
ERR909110,27
ERR925381,27
ERR1065571,27
ERR908940,27
ERR913072,27
ERR1065191,27
ERR1065975,27
ERR909002,27
ERR900655,102
ERR925309,102
ERR908894,102
ERR900703,102
ERR1066158,102
ERR1065388,102
ERR1066171,102
ERR909239,102
ERR1065950,102
ERR925358,102
ERR1066104,102
ERR908926,102
ERR900671,102
ERR925225,102
ERR925353,102
ERR908865,102
ERR913103,102
ERR1066157,102
ERR925256,102
ERR900663,102
ERR1065262,102
ERR908952,13
ERR908966,13
ERR913548,13
ERR1065135,66
ERR1065310,66
ERR925103,66
ERR908957,66
ERR909009,66
ERR925356,66
ERR925137,66
ERR909028,66
ERR1065807,66
ERR913487,66
ERR1066135,66
ERR1066168,66
ERR925226,66
ERR1065760,66
ERR909194,66
ERR908913,66
ERR925152,66
ERR908873,66
ERR1065304,66
ERR925382,66
ERR1066091,66
ERR909259,66
ERR908901,66
ERR900666,66
ERR909197,66
ERR1214705,66
ERR908999,66
ERR909172,66
ERR908891,66
ERR909251,66
ERR908962,66
ERR1065338,66
ERR909152,54
ERR1066182,54
ERR1065735,54
ERR909129,54
ERR913070,54
ERR1065710,54
ERR925105,54
ERR1066056,54
ERR908850,54
ERR900650,54
ERR1065185,54
ERR909050,54
ERR1065784,54
ERR1065313,54
ERR925097,54
ERR909098,54
ERR909010,54
ERR1214703,54
ERR925109,54
ERR1065955,9
ERR925296,26
ERR900714,26
ERR1065475,26
ERR900706,26
ERR1065294,26
ERR1066201,26
ERR909176,26
ERR909148,26
ERR909157,26
ERR1065826,26
ERR925294,86
ERR909106,86
ERR1066006,86
ERR1065574,86
ERR1065323,86
ERR1065542,86
ERR1065285,86
ERR1066156,86
ERR1214704,86
ERR909014,86
ERR1065498,86
ERR1065951,86
ERR1065825,86
ERR1066127,86
ERR908924,86
ERR909181,86
ERR900677,34
ERR900686,34
ERR909169,34
ERR1066033,34
ERR1065529,34
ERR1065724,34
ERR909046,34
ERR900669,34
ERR908949,34
ERR900678,34
ERR1065686,34
ERR913077,34
ERR1065716,34
ERR900646,34
ERR909295,34
ERR1066151,34
ERR1065977,34
ERR909271,34
ERR1066128,34
ERR909029,34
ERR1065316,55
ERR909062,55
ERR1065487,55
ERR1065332,55
ERR925054,55
ERR1065927,55
ERR913141,55
ERR925095,55
ERR1065170,55
ERR909077,55
ERR908884,55
ERR925065,55
ERR909319,55
ERR909150,55
ERR1065761,55
ERR909083,55
ERR1065182,55
ERR1065324,55
ERR913060,55
ERR1065705,55
ERR909011,55
ERR1065391,55
ERR1065727,55
ERR913530,39
ERR925028,39
ERR925251,39
ERR925398,39
ERR925168,39
ERR1065747,39
ERR1065976,39
ERR925238,39
ERR1065366,39
ERR908922,39
ERR1065978,39
ERR1065538,39
ERR925062,39
ERR1065730,39
ERR1066110,39
ERR908880,39
ERR1065355,39
ERR925284,39
ERR1066008,39
ERR913541,47
ERR908937,47
ERR913489,47
ERR1066044,47
ERR909024,47
ERR913129,47
ERR909230,47
ERR1065377,47
ERR900700,52
ERR1066106,52
ERR1065244,52
ERR908971,52
ERR900736,128
ERR1065772,128
ERR909075,128
ERR909300,128
ERR1066212,128
ERR1065232,128
ERR909067,128
ERR908981,128
ERR1066036,128
ERR900729,128
ERR1065210,128
ERR925366,128
ERR913132,128
ERR1214698,128
ERR909318,128
ERR1065341,128
ERR909100,128
ERR913097,128
ERR900721,128
ERR913520,128
ERR925377,80
ERR925307,80
ERR1065163,80
ERR900738,179
ERR909099,179
ERR1065763,179
ERR925130,179
ERR908898,179
ERR925240,179
ERR913547,179
ERR909191,179
ERR925343,179
ERR909260,179
ERR1065451,179
ERR925051,179
ERR909223,179
ERR925036,179
ERR925088,179
ERR925057,179
ERR913076,179
ERR900694,75
ERR925070,75
ERR913485,75
ERR909001,75
ERR1065141,75
ERR900697,75
ERR925227,75
ERR925069,75
ERR909053,75
ERR1065966,75
ERR1066113,75
ERR1065660,75
ERR909045,75
ERR900672,75
ERR1065652,75
ERR913092,75
ERR1066190,90_983
ERR1065305,90_983
ERR925285,90_983
ERR925316,155
ERR909155,155
ERR925224,155
ERR925396,155
ERR909215,155
ERR909216,155
ERR913140,155
ERR913510,155
ERR913512,155
ERR908875,155
ERR925332,155
ERR1065432,155
ERR1065822,155
ERR913089,155
ERR1065808,155
ERR908896,215
ERR1065275,215
ERR1066031,215
ERR909255,215
ERR925154,215
ERR1065278,215
ERR1065386,215
ERR1065288,215
ERR1065535,215
ERR1065948,215
ERR909274,215
ERR909282,215
ERR909222,215
ERR925298,215
ERR1065382,215
ERR1066065,172
ERR925063,172
ERR913066,172
ERR908889,172
ERR925252,172
ERR925295,172
ERR1065195,172
ERR913524,172
ERR925029,172
ERR913484,172
ERR908938,172
ERR1065685,172
ERR909265,172
ERR909257,172
ERR925086,81
ERR900667,81
ERR925102,81
ERR925094,81
ERR925030,81
ERR913144,81
ERR1065465,81
ERR1065816,81
ERR1066144,81
ERR908993,81
ERR1066049,81
ERR925211,92
ERR1065351,92
ERR1065980,92
ERR925258,92
ERR1065953,92
ERR909228,92
ERR925155,92
ERR1065215,92
ERR925162,92
ERR1066042,92
ERR913088,4
ERR1065352,4
ERR925043,4
ERR925313,4
ERR925368,4
ERR1065297,14
ERR925056,14
ERR1066160,14
ERR925355,29
ERR908941,222
ERR908853,222
ERR909256,222
ERR908968,222
ERR909317,222
ERR1066131,222
ERR1065963,222
ERR913490,222
ERR1066018,222
ERR1065222,222
ERR1065183,222
ERR1065317,2
ERR1065320,2
ERR1065265,2
ERR1065307,2
ERR908987,2
ERR925300,60
ERR908918,60
ERR900673,60
ERR1065264,60
ERR1065734,60
ERR1065419,65
ERR908956,65
ERR908972,65
ERR900708,65
ERR925053,65
ERR925078,65
ERR900716,65
ERR908995,65
ERR925045,65
ERR925213,65
ERR1065279,190
ERR1065416,190
ERR1065725,190
ERR909107,190
ERR909032,190
ERR925228,190
ERR1066085,190
ERR1065751,190
ERR909086,190
ERR925281,214
ERR1065669,214
ERR1065691,214
ERR1065572,214
ERR909280,191
ERR925371,191
ERR1065925,191
ERR909069,191
ERR925275,191
ERR909287,191
ERR909279,191
ERR925090,191
ERR1065737,191
ERR1065712,36
ERR1065738,36
ERR1066125,36
ERR1065741,36
ERR925147,313
ERR900730,313
ERR1066080,313
ERR909321,313
ERR909236,313
ERR1065783,313
ERR1065389,313
ERR1066064,313
ERR1066107,313
ERR1065126,51
ERR1065505,51
ERR1065718,51
ERR1066189,51
ERR1066146,134
ERR913540,134
ERR909224,33
ERR909073,281
ERR1066105,281
ERR913080,281
ERR908994,281
ERR1066093,281
ERR1065268,281
ERR1065250,281
ERR1066147,281
ERR1065715,267
ERR1065379,267
ERR1214700,267
ERR925075,267
ERR925248,247
ERR913124,247
ERR909119,247
ERR913557,53
ERR909090,53
ERR908979,53
ERR1065157,53
ERR1065496,53
ERR925347,53
ERR1066087,53
ERR925127,10
ERR1066079,10
ERR925059,10
ERR1066090,10
ERR900704,322
ERR900649,322
ERR1065672,322
ERR900681,322
ERR913110,322
ERR908888,322
ERR900689,322
ERR925176,250
ERR925077,250
ERR1065339,250
ERR1065723,250
ERR1066164,250
ERR913065,250
ERR1065924,250
ERR1065384,248
ERR925050,118
ERR1065533,118
ERR1065585,118
ERR913509,154
ERR909131,154
ERR1066184,142
ERR1065328,142
ERR1066015,20
ERR1065440,20
ERR1065196,153
ERR1065856,153
ERR925268,153
ERR1065359,153
ERR1065331,258
ERR1065274,258
ERR1065431,258
ERR925126,258
ERR909037,140
ERR909164,140
ERR925101,277
ERR925119,277
ERR909120,277
ERR925033,277
ERR913104,277
ERR909208,95
ERR900688,97
ERR900692,97
ERR1065996,97
ERR913504,97
ERR1214699,97
ERR1065150,181
ERR909189,181
ERR908919,181
ERR1065680,181
ERR925181,181
ERR1065154,290
ERR925337,290
ERR925376,290
ERR1065162,290
ERR1065138,290
ERR1065221,325
ERR925331,325
ERR1066019,325
ERR1065682,325
ERR909206,325
ERR925044,143
ERR1065260,343
ERR913546,343
ERR913556,343
ERR1065435,343
ERR909013,343
ERR1066192,156
ERR908933,180
ERR908970,106
ERR1065267,108
ERR1065385,108
ERR925328,108
ERR1066188,108
ERR1065142,103
ERR1065904,103
ERR913150,280
ERR913148,280
ERR900691,280
ERR909149,280
ERR900701,346
ERR925274,346
ERR1065230,346
ERR925128,346
ERR909049,447
ERR909323,447
ERR925261,447
ERR1065175,447
ERR1065271,384
ERR1065134,384
ERR925231,384
ERR925364,384
ERR909102,441
ERR908857,441
ERR1066136,441
ERR925089,441
ERR1065398,264
ERR1065527,264
ERR1065277,186
ERR913499,22
ERR1065308,443
ERR1065944,443
ERR1065791,443
ERR1065664,413
ERR1065926,413
ERR909261,413
ERR925186,342
ERR925253,342
ERR913112,347
ERR913071,347
ERR913069,347
ERR909015,554
ERR1065964,302
ERR1065728,302
ERR1065524,302
ERR909095,141
ERR909263,141
ERR913117,327
ERR900664,327
ERR1066055,221
ERR1065897,221
ERR925131,125
ERR1065280,89
ERR1065913,233
ERR1066050,367
ERR909022,362
ERR900731,364
ERR1065817,365
ERR1065647,207
ERR1066202,567
ERR1065849,997
ERR1065785,998
ERR1065711,999
ERR1065695,668
ERR1065438,669
ERR1065380,1002
ERR1065283,1003
ERR925173,407
ERR925389,677
ERR925341,1020
