Taxon,Cluster
ERR907414_G1_23A_2000,7
ERR907280_G1_23A_1999,7
ERR907252_G1_23F_1999,7
ERR907268_G1_23A_1999,7
ERR906964_G5_23B_2010,7
ERR907019_G5_23B_2010,7
ERR907352_G5_23B_2011,7
ERR907142_G5_23B_2010,7
ERR907161_G5_23B_2011,7
ERR907582_G4_21_2006,23
ERR907645_G3_21_2006,23
ERR907817_G2_15C_2007,23
ERR907522_G4_15C_2006,23
ERR906986_G5_15C_2011,23
ERR907024_G5_21_2011,23
ERR907685_G3_21_2007,23
ERR907654_G2_21_2007,23
ERR907150_G5_21_2010,23
ERR907490_G3_21_2006,23
ERR907155_G5_21_2010,23
ERR907589_G3_21_2006,23
ERR907640_G4_21_2006,23
ERR907039_G5_15C_2011,23
ERR907009_G5_15C_2010,23
ERR907687_G4_21_2007,23
ERR907696_G3_21_2007,23
ERR907461_G1_21_1998,23
ERR907198_G5_15C_2011,23
ERR907579_G4_21_2006,23
ERR907171_G5_15C_2011,23
ERR907489_G3_21_2006,23
ERR907043_G5_15C_2012,23
ERR907304_G5_21_2012,23
ERR907244_G1_21_1999,23
ERR907190_G5_15C_2010,23
ERR907193_G5_15C_2010,23
ERR907131_G5_21_2012,23
ERR907598_G3_21_2007,23
ERR907305_G5_15C_2012,23
ERR907375_G5_21_2011,23
ERR907306_G5_15C_2012,23
ERR907651_G4_15C_2007,4
ERR907222_G1_19A_1998,4
ERR907542_G3_19A_2007,4
ERR907755_G2_15B_2007,4
ERR907206_G1_15C_1999,4
ERR907593_G4_19A_2006,4
ERR907695_G2_19A_2007,4
ERR907321_G5_19A_2010,4
ERR907080_G1_15C_1998,4
ERR906955_G5_19A_2010,4
ERR906998_G5_7B_2010,4
ERR907569_G1_15C_1999,4
ERR907775_G2_7B_2007,4
ERR907772_G2_19A_2007,4
ERR907875_G3_15C_2007,4
ERR907639_G2_19A_2007,4
ERR907869_G2_19A_2007,4
ERR907845_G2_19A_2007,4
ERR907372_G5_15C_2011,4
ERR907145_G5_15C_2010,4
ERR907848_G2_19A_2007,4
ERR907813_G3_19A_2007,4
ERR907395_G1_19A_1999,4
ERR907399_G1_19A_1999,4
ERR907389_G1_15C_1999,4
ERR907824_G3_19A_2007,4
ERR907879_G3_15C_2007,4
ERR907672_G2_19A_2006,4
ERR907860_G3_19A_2008,4
ERR907324_G5_15C_2010,4
ERR907802_G4_19A_2007,4
ERR907101_G1_19A_1998,4
ERR907231_G1_7B_1998,4
ERR907773_G4_19A_2007,4
ERR907477_G2_15C_2007,4
ERR907168_G5_15C_2011,4
ERR907840_G3_19A_2007,4
ERR907139_G5_19A_2010,4
ERR907330_G5_15C_2010,4
ERR907396_G1_19A_1999,4
ERR907343_G5_15C_2010,4
ERR907704_G2_19A_2007,4
ERR907271_G1_19A_1999,4
ERR907550_G1_19A_1999,4
ERR907634_G3_7B_2007,4
ERR907236_G1_15C_1998,4
ERR907158_G5_15C_2011,4
ERR907285_G1_7B_1999,4
ERR907835_G2_7B_2007,4
ERR907877_G3_19A_2008,4
ERR907387_G1_15C_1999,4
ERR907336_G5_19A_2010,4
ERR907839_G2_19A_2007,4
ERR907713_G3_19A_2007,4
ERR907553_G1_15C_2000,4
ERR907417_G1_15C_2000,4
ERR907888_G3_19A_2007,4
ERR907014_G5_19A_2010,4
ERR907026_G5_19A_2011,4
ERR907373_G5_15C_2011,4
ERR907472_G4_15C_2007,4
ERR907398_G1_19A_1999,4
ERR907725_G2_15C_2007,4
ERR907434_G1_15C_2001,4
ERR907789_G2_19A_2007,4
ERR907745_G2_19A_2007,4
ERR907723_G4_19A_2007,4
ERR907469_G4_15C_2007,4
ERR907103_G1_15C_1998,4
ERR907859_G2_7B_2007,4
ERR907778_G4_15C_2007,4
ERR906953_G5_19A_2010,4
ERR907318_G5_15C_2010,4
ERR907140_G5_19A_2010,4
ERR907314_G5_19A_2010,4
ERR907102_G1_19A_1998,4
ERR907635_G2_7B_2007,4
ERR907697_G3_19A_2007,4
ERR907340_G5_19A_2010,4
ERR907233_G1_19A_1998,4
ERR907837_G3_19A_2007,4
ERR907149_G5_19A_2010,4
ERR907838_G3_7B_2007,4
ERR907788_G3_19A_2007,4
ERR907690_G3_6A_2006,11
ERR906967_G5_6A_2010,11
ERR907209_G1_6A_1999,11
ERR907433_G1_6A_2001,11
ERR907248_G1_6A_1999,11
ERR907310_G5_6A_2012,11
ERR907458_G1_6A_1998,11
ERR907422_G1_6A_2000,11
ERR907070_G1_6A_1998,11
ERR907084_G1_6A_1998,11
ERR907005_G5_6A_2010,11
ERR907119_G5_6A_2011,11
ERR907144_G5_6A_2010,11
ERR907225_G1_6A_1998,11
ERR907129_G5_6A_2012,11
ERR907069_G1_6A_1998,11
ERR907557_G1_6A_1999,11
ERR907459_G1_6A_1998,11
ERR907322_G5_6A_2010,11
ERR907006_G5_6A_2010,11
ERR907277_G1_6A_1999,11
ERR906960_G5_6A_2010,11
ERR907334_G5_6A_2010,11
ERR907300_G5_6A_2011,11
ERR907061_G1_6A_1998,11
ERR906956_G5_6A_2010,11
ERR907552_G1_6A_2000,11
ERR907259_G1_11D_1999,5
ERR907732_G3_11D_2007,5
ERR907581_G4_11D_2006,5
ERR907135_G5_11D_2010,5
ERR907570_G1_11D_1999,5
ERR907337_G5_11D_2010,5
ERR907350_G5_11D_2011,5
ERR907042_G5_11D_2012,5
ERR907228_G1_11D_1998,5
ERR907578_G2_11D_2006,5
ERR907770_G4_11D_2007,5
ERR907576_G1_37_2000,5
ERR907539_G3_11D_2007,5
ERR907571_G1_11D_1999,5
ERR907706_G2_11D_2007,5
ERR907720_G3_11D_2007,5
ERR907652_G4_11D_2006,5
ERR906962_G5_11D_2010,5
ERR907679_G4_11D_2007,5
ERR907133_G5_11D_2010,5
ERR907274_G1_37_1999,5
ERR907608_G4_11D_2006,5
ERR907613_G3_11D_2007,5
ERR906963_G5_11D_2010,5
ERR907392_G1_11D_1999,5
ERR907229_G1_11D_1998,5
ERR907726_G2_11D_2007,5
ERR907708_G3_11D_2007,5
ERR907253_G1_11D_1999,5
ERR907694_G2_11D_2007,5
ERR907256_G1_11D_1999,5
ERR907136_G5_11D_2010,5
ERR907828_G4_37_2007,5
ERR907866_G2_11D_2007,5
ERR907208_G1_33F_1999,5
ERR907668_G3_11D_2007,5
ERR907273_G1_11D_1999,5
ERR907534_G3_11D_2006,5
ERR907188_G5_11D_2010,5
ERR907002_G5_19A_2010,6
ERR907152_G5_19A_2010,1
ERR907488_G2_19A_2007,1
ERR906950_G5_19A_2010,1
ERR907004_G5_19A_2010,1
ERR907178_G5_19A_2012,1
ERR907644_G3_19A_2006,1
ERR907034_G5_19A_2011,1
ERR907762_G3_19A_2007,1
ERR907189_G5_19A_2010,1
ERR907760_G3_19A_2007,1
ERR907471_G4_19A_2006,1
ERR907008_G5_19A_2010,1
ERR907793_G2_34_2007,44
ERR907186_G5_34_2012,44
ERR907345_G5_34_2010,44
ERR907514_G2_34_2007,44
ERR907736_G2_34_2007,44
ERR907126_G5_34_2011,44
ERR907868_G4_34_2007,44
ERR907194_G5_34_2010,44
ERR907470_G4_34_2007,44
ERR907742_G3_34_2007,44
ERR907172_G5_34_2011,44
ERR907507_G2_34_2007,44
ERR907358_G5_34_2011,44
ERR907886_G3_34_2006,44
ERR907498_G3_34_2006,44
ERR907153_G5_34_2010,44
ERR907405_G1_34_1999,44
ERR907756_G4_34_2007,44
ERR907348_G5_34_2011,44
ERR907536_G3_34_2007,44
ERR907846_G2_34_2007,44
ERR907681_G3_34_2007,44
ERR907798_G4_34_2007,44
ERR907473_G4_34_2007,44
ERR907191_G5_34_2010,44
ERR907349_G5_34_2011,44
ERR907544_G2_34_2007,44
ERR907643_G3_34_2006,44
ERR907801_G3_34_2007,44
ERR907265_G1_34_1999,44
ERR907368_G5_34_2011,44
ERR907439_G1_6B_2000,44
ERR907533_G2_34_2007,44
ERR907867_G3_34_2007,44
ERR907192_G5_34_2010,44
ERR907125_G5_15C_2011,3
ERR907047_G1_9A_1998,3
ERR907137_G5_15C_2010,3
ERR907246_G1_9A_1999,3
ERR907820_G3_35B_2007,3
ERR907111_G1_9A_1999,3
ERR907505_G4_35B_2007,3
ERR907169_G5_35B_2011,3
ERR906987_G5_35B_2012,3
ERR907338_G5_35B_2010,3
ERR907864_G3_35B_2008,3
ERR907637_G3_9A_2007,3
ERR907462_G4_19A_2007,3
ERR907165_G5_15C_2011,3
ERR907436_G1_9A_2001,3
ERR907344_G5_15C_2010,3
ERR907269_G1_9A_1999,3
ERR907051_G1_9A_1998,3
ERR907413_G1_9A_2000,3
ERR907218_G1_9A_1999,3
ERR907045_G1_9A_1998,3
ERR907309_G5_35B_2012,3
ERR906973_G5_15C_2011,3
ERR906972_G5_15C_2011,3
ERR907237_G1_9A_1998,3
ERR907012_G5_35B_2010,3
ERR907861_G3_35B_2008,3
ERR907821_G2_35B_2007,3
ERR907516_G3_35B_2007,3
ERR907166_G5_15C_2011,3
ERR907715_G3_35B_2007,3
ERR907418_G1_9A_2000,3
ERR907050_G1_9A_1998,3
ERR907367_G5_15C_2011,3
ERR907574_G1_9A_1999,3
ERR907046_G1_9A_1998,3
ERR907025_G5_35B_2011,3
ERR906984_G5_35B_2011,3
ERR907822_G2_35B_2007,3
ERR907223_G1_9A_1998,3
ERR907506_G4_35B_2007,3
ERR907832_G2_7C_2007,13
ERR907812_G2_7C_2007,13
ERR907355_G5_7C_2011,13
ERR907391_G1_5_1999,13
ERR907201_G5_5_2011,13
ERR907843_G3_7C_2007,13
ERR907182_G5_7C_2012,13
ERR907575_G1_19F_1999,13
ERR906954_G5_7C_2010,13
ERR907040_G5_7C_2011,13
ERR907041_G5_7C_2011,13
ERR907205_G1_25F_1999,13
ERR907199_G5_5_2011,13
ERR906992_G5_15A_2010,12
ERR907394_G1_14_1999,12
ERR907370_G5_15A_2011,12
ERR907359_G5_22A_2011,24
ERR907636_G2_22A_2007,24
ERR907326_G5_22A_2010,24
ERR907808_G3_22A_2007,24
ERR907122_G5_22A_2011,24
ERR907520_G3_22A_2007,24
ERR907335_G5_22A_2010,24
ERR907771_G3_22A_2007,24
ERR907630_G2_22A_2007,24
ERR907698_G4_22A_2007,24
ERR907722_G3_22A_2007,24
ERR907655_G2_22A_2006,24
ERR907495_G3_22A_2006,24
ERR907124_G5_22A_2011,24
ERR907682_G2_22A_2007,24
ERR906961_G5_22A_2010,24
ERR907282_G1_22A_1999,24
ERR907618_G2_22A_2007,24
ERR907716_G3_22A_2007,24
ERR907642_G3_22A_2007,24
ERR907353_G5_22A_2011,24
ERR907876_G3_22A_2008,24
ERR907464_G4_22A_2006,24
ERR907661_G3_22A_2007,24
ERR907617_G3_22A_2007,24
ERR907432_G1_22A_2000,24
ERR906988_G5_22A_2012,24
ERR907181_G5_22A_2012,24
ERR907519_G4_22A_2006,24
ERR907795_G3_22A_2008,24
ERR907476_G3_22A_2007,24
ERR907603_G2_22A_2007,24
ERR907628_G4_22A_2007,24
ERR907138_G5_22A_2010,24
ERR907518_G4_22A_2006,24
ERR907675_G3_22A_2006,24
ERR907127_G5_22A_2011,24
ERR907147_G5_22A_2010,24
ERR907600_G3_22A_2007,24
ERR907787_G2_22A_2007,24
ERR907284_G1_22A_1999,24
ERR907774_G2_9I_2007,9
ERR907291_G5_9I_2011,9
ERR907560_G1_23F_1999,9
ERR907184_G5_9I_2012,9
ERR907366_G5_9I_2011,9
ERR907587_G4_9I_2006,9
ERR907494_G3_31_2007,54
ERR907700_G3_31_2007,54
ERR907615_G2_31_2006,54
ERR907299_G5_31_2011,54
ERR906980_G5_31_2011,54
ERR907185_G5_31_2012,54
ERR907032_G5_31_2011,54
ERR907109_G1_31_1999,54
ERR907767_G3_31_2007,54
ERR907302_G5_31_2012,54
ERR907604_G2_31_2006,54
ERR907854_G3_31_2007,54
ERR907612_G3_31_2007,54
ERR907049_G1_31_1998,54
ERR907204_G1_31_1999,54
ERR907028_G5_31_2011,54
ERR907426_G1_31_1999,54
ERR907114_G1_31_1999,54
ERR907684_G4_31_2007,54
ERR907117_G1_31_1999,54
ERR907739_G2_31_2007,54
ERR907087_G1_31_1998,54
ERR907294_G5_10B_2011,33
ERR907874_G3_10B_2007,33
ERR907624_G4_35F_2007,33
ERR907547_G4_35F_2007,33
ERR907021_G5_35F_2011,33
ERR907099_G1_35F_1998,33
ERR907530_G3_35F_2006,33
ERR907549_G1_10A_1999,33
ERR907814_G3_10A_2007,33
ERR907089_G1_10A_1998,33
ERR907543_G2_35F_2007,33
ERR907785_G2_35F_2007,33
ERR907714_G2_10A_2007,33
ERR907622_G4_35F_2007,33
ERR907035_G5_10B_2011,33
ERR907665_G3_10B_2007,33
ERR907013_G5_35F_2010,33
ERR906994_G5_10A_2010,33
ERR907823_G3_10A_2007,33
ERR907616_G4_35F_2007,33
ERR907295_G5_10B_2011,33
ERR907620_G2_10B_2007,33
ERR907085_G1_35F_1998,33
ERR907524_G2_35B_2006,72
ERR907841_G2_35B_2007,72
ERR907402_G1_35B_1999,72
ERR907842_G2_35B_2007,72
ERR907656_G3_35B_2007,72
ERR907078_G1_35B_1998,72
ERR907217_G1_35B_1999,72
ERR907385_G1_35B_1999,72
ERR907342_G5_35B_2010,72
ERR907232_G1_35B_1998,72
ERR907487_G3_35B_2007,72
ERR907747_G3_35B_2007,72
ERR907365_G5_35B_2011,72
ERR907766_G3_35B_2007,72
ERR907610_G2_35B_2007,72
ERR907609_G4_35B_2007,72
ERR907889_G3_35B_2007,72
ERR907325_G5_35B_2010,72
ERR907060_G1_35B_1998,72
ERR907378_G1_35B_2000,72
ERR907279_G1_35B_1999,72
ERR907435_G1_35B_2001,72
ERR907175_G5_35B_2011,72
ERR907531_G2_35B_2007,72
ERR907765_G2_35B_2007,72
ERR907240_G1_35B_1998,72
ERR907650_G2_35B_2006,72
ERR907120_G5_35B_2011,72
ERR906983_G5_NT_2011,56
ERR907691_G4_NT_2007,56
ERR907023_G5_NT_2011,56
ERR907221_G1_NT_1998,56
ERR907000_G5_NT_2010,56
ERR907329_G5_NT_2010,56
ERR907176_G5_NT_2011,56
ERR907143_G5_NT_2010,56
ERR907427_G1_NT_1999,56
ERR907177_G5_NT_2011,56
ERR907428_G1_NT_2000,56
ERR907611_G4_NT_2007,56
ERR907346_G5_NT_2011,56
ERR907597_G3_NT_2007,56
ERR907580_G4_NT_2007,56
ERR907692_G4_NT_2007,56
ERR907301_G5_NT_2011,56
ERR906981_G5_NT_2011,56
ERR907596_G2_NT_2007,56
ERR906949_G5_NT_2010,56
ERR907614_G3_NT_2007,56
ERR907502_G2_NT_2007,56
ERR907592_G2_17F_2007,100
ERR907632_G4_17F_2007,100
ERR907718_G2_17F_2007,100
ERR907456_G1_17F_1998,100
ERR907657_G2_17F_2007,100
ERR907030_G5_17F_2011,100
ERR907474_G3_17F_2007,100
ERR907619_G4_17F_2007,100
ERR907312_G5_17F_2010,100
ERR907509_G4_17F_2007,100
ERR906991_G5_17F_2010,100
ERR907197_G5_17F_2011,100
ERR907870_G2_17F_2008,100
ERR907003_G5_17F_2010,100
ERR907707_G2_17F_2007,100
ERR906975_G5_17F_2011,100
ERR907535_G4_17F_2006,100
ERR907783_G3_17F_2007,100
ERR907510_G4_17F_2007,100
ERR907308_G5_17F_2012,100
ERR907316_G5_17F_2010,100
ERR907584_G2_17F_2006,47
ERR907831_G4_17F_2007,47
ERR907017_G5_17F_2010,47
ERR907499_G2_17F_2007,47
ERR907555_G1_17F_2000,47
ERR907094_G1_17F_1998,47
ERR906965_G5_17F_2010,47
ERR907583_G4_17F_2006,47
ERR906974_G5_17F_2011,47
ERR907437_G1_17F_1999,47
ERR907115_G1_17F_1999,47
ERR907483_G2_6B_2006,78
ERR907780_G3_6B_2007,78
ERR907792_G4_6B_2007,78
ERR907075_G1_6B_1998,78
ERR907249_G1_6B_1999,78
ERR907515_G4_6B_2007,78
ERR907388_G1_6B_1999,78
ERR907833_G3_6B_2007,78
ERR907782_G2_6B_2007,78
ERR907705_G4_6B_2007,78
ERR907496_G2_6B_2007,78
ERR907800_G3_6B_2007,78
ERR907791_G4_6B_2007,78
ERR907528_G4_6B_2006,78
ERR907777_G4_6B_2007,78
ERR907853_G3_6B_2007,78
ERR907757_G4_6B_2007,78
ERR907449_G1_6B_1998,78
ERR907885_G3_6B_2006,78
ERR907529_G4_6B_2006,78
ERR907497_G2_6B_2007,78
ERR907591_G4_3_2006,14
ERR907512_G2_3_2006,14
ERR907297_G5_3_2011,14
ERR907466_G2_3_2007,14
ERR907022_G5_3_2011,14
ERR907007_G5_3_2010,14
ERR907261_G1_3_1999,14
ERR907830_G4_3_2007,14
ERR907689_G4_3_2006,14
ERR907351_G5_3_2011,14
ERR907688_G4_3_2006,14
ERR907331_G5_3_2010,14
ERR907805_G3_3_2007,14
ERR907315_G5_3_2010,14
ERR907764_G3_16F_2007,144
ERR907794_G3_16F_2007,144
ERR907670_G2_16F_2007,144
ERR907669_G2_16F_2006,144
ERR907016_G5_16F_2010,144
ERR907333_G5_16F_2010,144
ERR907826_G4_16F_2007,144
ERR907196_G5_16F_2010,144
ERR907776_G4_16F_2007,144
ERR907511_G2_16F_2007,144
ERR907521_G2_16F_2007,144
ERR907327_G5_16F_2010,144
ERR907730_G4_16F_2007,144
ERR907123_G5_16F_2011,144
ERR907452_G1_16F_1998,144
ERR907493_G4_16F_2006,144
ERR907572_G1_16F_1999,144
ERR907354_G5_16F_2011,144
ERR907167_G5_16F_2011,144
ERR907749_G3_15A_2007,112
ERR907882_G3_15A_2007,112
ERR907323_G5_15A_2010,112
ERR907752_G2_15A_2007,112
ERR907662_G3_15A_2007,112
ERR907020_G5_15A_2011,112
ERR907884_G3_15A_2007,112
ERR907663_G3_15A_2007,112
ERR907748_G3_15A_2007,112
ERR907567_G1_15A_2000,112
ERR907546_G4_15A_2006,112
ERR907735_G3_15A_2007,112
ERR907728_G3_15A_2007,112
ERR907827_G4_15A_2007,112
ERR906952_G5_15A_2010,112
ERR907648_G3_15A_2006,112
ERR907328_G5_15A_2010,112
ERR907649_G3_15A_2006,112
ERR907627_G2_15A_2006,112
ERR907421_G1_6A_2000,41
ERR907424_G1_6A_2000,41
ERR907564_G1_6A_1999,41
ERR907420_G1_6A_2000,41
ERR907390_G1_6A_1999,41
ERR907254_G1_6A_1999,41
ERR907408_G1_6A_1999,41
ERR907563_G1_6A_2000,41
ERR907086_G1_6A_1998,41
ERR907382_G1_6A_1999,41
ERR907406_G1_6A_1999,41
ERR907082_G1_6A_1998,41
ERR907059_G1_6A_1998,41
ERR907210_G1_6A_1999,41
ERR907211_G1_6A_1999,41
ERR907243_G1_6A_1998,41
ERR907559_G1_6A_1999,41
ERR907097_G1_6A_1998,41
ERR907264_G1_15A_1999,74
ERR907585_G3_15A_2007,74
ERR907880_G3_15A_2007,74
ERR907475_G4_15A_2007,74
ERR907671_G3_15A_2006,74
ERR907238_G1_15A_1998,74
ERR907878_G3_15A_2007,74
ERR907480_G4_15A_2007,74
ERR907251_G1_15A_1999,74
ERR907481_G4_15A_2007,74
ERR907586_G2_15A_2007,74
ERR907159_G5_15A_2011,74
ERR907179_G5_15A_2012,74
ERR907227_G1_15A_1998,74
ERR907106_G1_15A_1999,74
ERR907001_G5_35B_2010,68
ERR907680_G4_35B_2007,68
ERR907296_G5_35B_2011,68
ERR906997_G5_35B_2010,68
ERR907883_G3_35B_2007,68
ERR907423_G1_35B_2000,68
ERR907850_G3_35B_2007,68
ERR907369_G5_35B_2011,68
ERR907851_G2_35B_2007,68
ERR907759_G3_35B_2007,68
ERR907761_G3_35B_2007,68
ERR906989_G5_35B_2010,68
ERR906999_G5_35B_2010,68
ERR907769_G3_35B_2007,68
ERR907357_G5_35B_2011,68
ERR907183_G5_35B_2012,68
ERR907033_G5_35B_2011,68
ERR907863_G2_35B_2008,68
ERR907339_G5_19F_2010,107
ERR907130_G5_19F_2012,107
ERR907064_G1_19F_1998,107
ERR907443_G1_19F_1998,107
ERR907056_G1_19F_1998,107
ERR907255_G1_19F_1999,107
ERR907746_G3_19F_2007,107
ERR907631_G4_19F_2007,107
ERR907556_G1_19F_1999,107
ERR907664_G2_19F_2007,107
ERR907068_G1_19F_1998,107
ERR907364_G5_19F_2011,107
ERR907377_G1_19F_1999,107
ERR907629_G4_19F_2007,107
ERR906977_G5_35A_2011,270
ERR907858_G3_35A_2007,270
ERR907381_G1_35A_1999,270
ERR907484_G4_35A_2007,270
ERR907503_G4_35A_2007,270
ERR907031_G5_35A_2011,270
ERR907625_G3_35A_2006,270
ERR907504_G4_35A_2007,270
ERR907856_G2_35A_2007,270
ERR907887_G3_35A_2006,270
ERR907384_G1_35A_1999,270
ERR907532_G4_35A_2006,270
ERR907678_G4_35A_2007,270
ERR907590_G4_35A_2006,270
ERR907263_G1_35A_1999,270
ERR907163_G5_7F_2011,36
ERR907100_G1_12A_1998,36
ERR907164_G5_7F_2011,36
ERR907724_G3_12A_2007,36
ERR907038_G5_12A_2011,36
ERR907638_G3_12B_2007,36
ERR907825_G4_12B_2007,36
ERR907658_G2_12A_2006,36
ERR907703_G2_12B_2007,36
ERR907444_G1_14_1998,35
ERR907450_G1_14_1998,35
ERR907079_G1_14_1998,35
ERR907447_G1_14_1998,35
ERR907235_G1_14_1998,35
ERR907288_G1_14_1999,35
ERR907431_G1_14_1999,35
ERR907446_G1_14_1998,35
ERR907393_G1_14_1999,35
ERR907247_G1_14_1999,35
ERR907093_G1_14_1998,35
ERR907081_G1_14_1998,35
ERR907445_G1_14_1998,35
ERR907213_G1_6A_1999,61
ERR907270_G1_6A_1999,61
ERR907568_G1_23F_2000,16
ERR907448_G1_23F_1998,16
ERR907242_G1_23F_1998,16
ERR907397_G1_23F_1999,16
ERR907403_G1_23F_1999,16
ERR907872_G3_38_2007,39
ERR906968_G5_38_2011,39
ERR906969_G5_38_2011,39
ERR907683_G4_38_2007,39
ERR907037_G5_38_2011,39
ERR907467_G2_38_2006,39
ERR907819_G4_38_2007,39
ERR907807_G4_38_2007,39
ERR907409_G1_4_2000,31
ERR907104_G1_4_1999,31
ERR907083_G1_4_1998,31
ERR907577_G1_4_2000,31
ERR907272_G1_4_1999,31
ERR907379_G1_4_1999,31
ERR907262_G1_4_1999,31
ERR907415_G1_6A_2000,29
ERR907605_G4_16F_2007,117
ERR907607_G4_16F_2007,117
ERR907660_G2_16F_2007,117
ERR907606_G4_16F_2007,117
ERR907230_G1_10A_1998,309
ERR906979_G5_10A_2011,309
ERR907881_G3_10A_2007,309
ERR907073_G1_10A_1998,309
ERR907074_G1_10A_1998,309
ERR907241_G1_10A_1998,309
ERR907646_G2_10A_2006,309
ERR907491_G3_10A_2007,309
ERR907565_G1_10A_1999,309
ERR907067_G1_10A_1998,309
ERR907276_G1_6B_1999,139
ERR907463_G2_6B_2006,139
ERR907132_G5_6B_2012,139
ERR907508_G3_6B_2006,139
ERR907729_G2_6B_2007,139
ERR907727_G3_6B_2007,139
ERR907513_G2_6B_2006,139
ERR907065_G1_6B_1998,139
ERR907676_G4_6B_2007,139
ERR907416_G1_6B_2000,139
ERR907290_G5_35F_2011,321
ERR907062_G1_35F_1998,321
ERR907116_G1_35F_1999,321
ERR907744_G3_35F_2007,321
ERR907768_G3_35F_2007,321
ERR907442_G1_35F_1998,321
ERR907057_G1_35F_1998,321
ERR907220_G1_35F_1998,321
ERR907407_G1_35F_1999,321
