sample,GPSC
ERR689452,24
ERR470477,24
ERR540401,24
ERR470449,24
ERR755518,24
ERR470313,24
ERR540419,24
ERR470471,24
ERR470451,24
ERR540592,24
ERR540351,24
ERR540628,24
ERR689454,24
ERR470163,24
ERR540605,24
ERR540567,24
ERR689493,24
ERR689542,24
ERR540662,24
ERR755614,24
ERR689501,24
ERR689456,24
ERR975601,24
ERR470490,24
ERR540635,24
ERR689517,24
ERR925627,24
ERR697269,24
ERR470457,24
ERR540664,24
ERR540366,24
ERR755423,24
ERR540613,24
ERR470481,24
ERR690886,24
ERR540606,24
ERR689490,24
ERR540397,24
ERR540700,24
ERR755578,24
ERR540362,24
ERR470159,24
ERR470482,24
ERR540607,24
ERR540352,24
ERR540672,24
ERR1081452,24
ERR540666,24
ERR689508,24
ERR540603,24
ERR689532,24
ERR1081451,24
ERR925595,24
ERR755382,24
ERR540345,24
ERR755511,24
ERR755387,24
ERR470480,24
ERR540611,24
ERR755612,24
ERR470318,24
ERR470157,24
ERR540608,24
ERR470465,24
ERR540602,24
ERR540371,24
ERR470339,24
ERR689514,11
ERR697221,11
ERR755547,11
ERR755417,11
ERR755477,11
ERR540367,11
ERR975626,11
ERR755499,11
ERR540357,11
ERR925570,11
ERR755472,11
ERR755536,11
ERR470329,11
ERR470326,11
ERR755577,11
ERR689528,11
ERR540587,3
ERR540396,3
ERR540658,3
ERR540604,3
ERR755567,3
ERR690946,3
ERR470324,3
ERR540372,3
ERR755487,3
ERR690948,3
ERR755569,3
ERR540675,3
ERR689530,3
ERR755491,3
ERR975613,3
ERR975603,3
ERR540335,3
ERR925587,3
ERR689494,3
ERR540680,3
ERR956443,3
ERR755493,3
ERR697293,3
ERR755568,3
ERR755490,3
ERR755520,3
ERR925569,3
ERR925615,3
ERR755501,3
ERR690885,3
ERR540681,3
ERR540417,3
ERR540585,3
ERR540676,3
ERR540394,3
ERR540522,3
ERR755616,3
ERR697271,3
ERR690935,3
ERR755548,3
ERR1081462,3
ERR689488,3
ERR755557,3
ERR755516,3
ERR540597,3
ERR755615,3
ERR755592,3
ERR690923,3
ERR975629,3
ERR755492,3
ERR540541,3
ERR540342,3
ERR755587,3
ERR689543,3
ERR697239,3
ERR540645,3
ERR540423,3
ERR690891,3
ERR540578,3
ERR755488,3
ERR925638,3
ERR470484,23
ERR755391,23
ERR755421,23
ERR697273,23
ERR540651,23
ERR540558,23
ERR1007887,23
ERR470331,23
ERR755422,23
ERR690936,76
ERR540677,76
ERR689457,76
ERR690880,76
ERR925623,76
ERR690903,76
ERR697232,76
ERR925625,76
ERR975617,76
ERR470348,76
ERR540626,76
ERR540420,76
ERR690899,76
ERR540646,76
ERR540339,76
ERR690916,76
ERR689492,76
ERR975609,76
ERR689523,76
ERR925578,76
ERR1007867,76
ERR689484,76
ERR925628,76
ERR470492,76
ERR755383,76
ERR689540,76
ERR925612,76
ERR470493,76
ERR755411,76
ERR755407,76
ERR540627,76
ERR755395,76
ERR470474,76
ERR755374,76
ERR755402,76
ERR470337,76
ERR697210,76
ERR975610,76
ERR470491,76
ERR540669,76
ERR540383,76
ERR690905,76
ERR697255,76
ERR1081463,76
ERR755586,76
ERR540412,12
ERR956425,12
ERR690919,12
ERR925614,12
ERR690920,12
ERR540591,12
ERR697223,12
ERR1007886,12
ERR697278,12
ERR925629,12
ERR1081459,12
ERR925576,12
ERR755581,12
ERR690910,12
ERR755504,12
ERR925621,12
ERR975620,12
ERR755405,12
ERR925626,12
ERR570731,12
ERR540619,12
ERR540551,12
ERR540616,12
ERR690929,12
ERR690917,12
ERR755398,12
ERR925617,12
ERR1007869,12
ERR1007885,12
ERR540623,12
ERR925633,12
ERR975616,12
ERR755394,12
ERR956429,12
ERR690901,12
ERR1081461,12
ERR540535,12
ERR1138892,12
ERR925577,12
ERR540590,12
ERR925611,12
ERR925616,12
ERR925613,12
ERR540513,12
ERR540405,49
ERR470158,49
ERR975611,49
ERR470342,49
ERR540637,49
ERR540632,49
ERR975602,49
ERR470463,49
ERR540598,49
ERR470327,49
ERR540670,49
ERR689481,49
ERR690943,49
ERR470456,49
ERR570730,49
ERR470156,49
ERR540534,49
ERR697263,49
ERR715752,49
ERR540403,49
ERR540404,49
ERR755606,49
ERR689539,49
ERR689475,49
ERR689473,49
ERR689541,49
ERR689469,49
ERR697209,49
ERR470458,49
ERR540609,49
ERR697211,49
ERR470476,49
ERR755414,18
ERR690879,18
ERR690893,18
ERR470330,18
ERR540368,18
ERR470347,18
ERR975619,81
ERR1305044,81
ERR755393,81
ERR975628,81
ERR975608,81
ERR697262,81
ERR690895,81
ERR925589,81
ERR975614,81
ERR925575,81
ERR690896,81
ERR540528,81
ERR690913,81
ERR925592,81
ERR755385,81
ERR690878,81
ERR690894,81
ERR925600,81
ERR925634,81
ERR1081455,81
ERR690908,81
ERR690930,81
ERR956435,81
ERR755481,81
ERR975612,81
ERR755507,81
ERR755527,81
ERR925586,81
ERR925641,81
ERR755600,81
ERR1007871,81
ERR1007890,81
ERR925584,81
ERR956442,81
ERR690933,81
ERR755506,16
ERR540377,16
ERR697285,16
ERR470332,16
ERR470340,16
ERR690898,16
ERR697286,16
ERR689505,16
ERR755505,16
ERR540385,16
ERR540548,19
ERR1007881,19
ERR755533,19
ERR470489,19
ERR755388,19
ERR697259,19
ERR755479,19
ERR1081464,19
ERR689511,19
ERR697266,19
ERR755576,19
ERR697291,19
ERR697265,19
ERR755425,19
ERR755523,19
ERR755379,19
ERR755386,19
ERR697297,19
ERR697264,19
ERR755478,19
ERR755538,19
ERR697267,19
ERR697292,19
ERR956427,19
ERR956426,19
ERR755378,19
ERR689510,19
ERR697288,19
ERR755539,19
ERR755377,19
ERR755532,19
ERR755495,19
ERR690892,39
ERR690900,39
ERR925588,39
ERR715751,39
ERR925598,39
ERR925605,39
ERR975600,39
ERR755397,39
ERR925596,39
ERR925581,39
ERR925603,39
ERR975622,39
ERR925597,39
ERR540577,39
ERR690934,39
ERR975605,39
ERR1081460,39
ERR690944,39
ERR755554,39
ERR925591,39
ERR975627,39
ERR925580,39
ERR755406,39
ERR956431,39
ERR925594,39
ERR1007888,39
ERR1007884,39
ERR925571,39
ERR925590,39
ERR690907,39
ERR925635,64
ERR975606,64
ERR540409,64
ERR470494,64
ERR697284,64
ERR689509,64
ERR690939,64
ERR540349,64
ERR755585,64
ERR925637,64
ERR690940,64
ERR975615,64
ERR470344,64
ERR540407,64
ERR690941,64
ERR540673,64
ERR540425,64
ERR697268,64
ERR540393,64
ERR925585,64
ERR697250,64
ERR755418,64
ERR540408,64
ERR540685,64
ERR755549,64
ERR540343,64
ERR975607,64
ERR470328,64
ERR689467,64
ERR470486,64
ERR689470,64
ERR540523,6
ERR540536,6
ERR540582,6
ERR540520,6
ERR540643,6
ERR540533,6
ERR540537,6
ERR540529,6
ERR540601,6
ERR540699,6
ERR690889,6
ERR540547,6
ERR540642,6
ERR540410,6
ERR540532,6
ERR540572,6
ERR540538,6
ERR755591,60
ERR925574,60
ERR925470,60
ERR925573,60
ERR690925,60
ERR755522,60
ERR540402,60
ERR697303,60
ERR570729,60
ERR690924,60
ERR540395,60
ERR755521,60
ERR925583,60
ERR697272,60
ERR690937,60
ERR540581,60
ERR755403,60
ERR925572,60
ERR956444,60
ERR755601,60
ERR925602,60
ERR690906,60
ERR540350,60
ERR690909,60
ERR540348,60
ERR755594,60
ERR540652,60
ERR540647,46
ERR689506,46
ERR755563,46
ERR690949,46
ERR540379,46
ERR540640,46
ERR540386,46
ERR540583,46
ERR540584,46
ERR925567,46
ERR925620,46
ERR540363,46
ERR540334,46
ERR540384,46
ERR540639,46
ERR755609,46
ERR540336,46
ERR755534,46
ERR755608,46
ERR690927,46
ERR697225,36
ERR755558,36
ERR697296,36
ERR689529,36
ERR689522,36
ERR689496,36
ERR755514,36
ERR755604,36
ERR540406,36
ERR470334,36
ERR956428,36
ERR470335,36
ERR956432,36
ERR956446,36
ERR755517,36
ERR697258,36
ERR540550,50
ERR1081454,50
ERR540341,50
ERR755424,50
ERR697302,50
ERR540549,50
ERR540633,50
ERR689500,50
ERR470154,50
ERR470338,50
ERR470341,50
ERR689534,50
ERR689471,50
ERR540391,50
ERR540524,50
ERR540370,11
ERR540678,11
ERR697242,11
ERR755513,11
ERR697236,11
ERR690942,11
ERR697251,11
ERR1081456,11
ERR755582,11
ERR540422,11
ERR755531,11
ERR755509,11
ERR540355,11
ERR697252,11
ERR540400,11
ERR697235,11
ERR1305046,11
ERR540418,11
ERR697282,11
ERR755420,11
ERR755510,11
ERR540650,38
ERR689466,38
ERR540356,38
ERR755396,38
ERR540625,38
ERR540667,38
ERR540346,38
ERR697281,38
ERR540571,38
ERR540563,38
ERR697217,38
ERR540359,38
ERR925593,38
ERR540353,38
ERR540697,38
ERR540358,38
ERR755408,72
ERR755503,72
ERR689516,72
ERR689513,72
ERR697257,72
ERR689515,72
ERR689521,72
ERR956430,72
ERR697224,72
ERR755535,72
ERR689524,72
ERR1007882,72
ERR755537,48
ERR470351,47
ERR755489,47
ERR697279,47
ERR690883,47
ERR470316,47
ERR755546,29
ERR755540,29
ERR755542,29
ERR755597,29
ERR755541,29
ERR540361,29
ERR540660,29
ERR755483,29
ERR755545,29
ERR689537,29
ERR689538,29
ERR1081466,29
ERR470349,3
ERR975625,3
ERR540690,3
ERR540518,3
ERR470352,3
ERR540610,3
ERR755500,3
ERR755498,3
ERR925610,3
ERR689504,3
ERR690912,3
ERR697238,44
ERR1138891,44
ERR1305047,44
ERR470312,44
ERR755502,44
ERR689478,290
ERR925606,290
ERR1007870,290
ERR975621,290
ERR755401,290
ERR697283,290
ERR925643,290
ERR925631,290
ERR755574,290
ERR540526,57
ERR697261,175
ERR755605,175
ERR1007891,175
ERR755593,175
ERR540661,175
ERR755603,175
ERR956445,175
ERR755602,175
ERR755607,139
ERR755610,139
ERR755611,139
ERR755551,139
ERR755579,139
ERR755550,139
ERR1081465,139
ERR540527,632
ERR470452,632
ERR540586,632
ERR690888,632
ERR540693,632
ERR540579,632
ERR470450,632
ERR470161,632
ERR755571,99
ERR697276,99
ERR755525,99
ERR697234,99
ERR755526,99
ERR697298,89
ERR697301,89
ERR697299,89
ERR690897,27
ERR540615,68
ERR540618,68
ERR697226,315
ERR697212,315
ERR755596,315
ERR1081448,315
ERR755404,661
ERR975618,661
ERR689520,75
ERR755381,75
ERR925582,752
ERR975599,629
