Taxon,Cluster
ERR316813,261
ERR1288867,261
ERR311097,261
ERR516660,261
ERR870034,261
ERR1202245,261
ERR1288876,261
ERR869886,261
ERR1192197,261
ERR316744,261
ERR862406,261
ERR316917,261
ERR862363,261
ERR862403,274
ERR774627,274
ERR862328,274
ERR311064,274
ERR1191901,274
ERR316737,274
ERR1202236,274
ERR516657,274
ERR862392,274
ERR862357,274
ERR862338,274
ERR316910,274
ERR516656,274
ERR316864,2
ERR311111,2
ERR516621,2
ERR311120,2
ERR516665,2
ERR516628,2
ERR774636,54
ERR1288826,54
ERR316934,54
ERR516630,105
ERR516633,105
ERR501551,105
ERR870031,105
ERR516635,105
ERR1202215,105
ERR311135,105
ERR1288886,186
ERR1288888,186
ERR862426,186
ERR870019,186
ERR1192174,186
ERR870024,186
ERR869849,186
ERR862337,186
ERR501524,260
ERR862277,260
ERR862365,260
ERR316711,260
ERR862362,260
ERR862434,260
ERR862370,260
ERR862465,260
ERR316904,81
ERR316801,81
ERR501614,81
ERR316785,81
ERR501597,81
ERR1202226,81
ERR316891,81
ERR869845,323
ERR862449,323
ERR1202225,323
ERR1202234,323
ERR1202240,323
ERR862518,323
ERR316722,323
ERR1202241,323
ERR862401,323
ERR316749,323
ERR316886,88
ERR1288844,88
ERR862373,88
ERR1202230,88
ERR862404,88
ERR862516,88
ERR1202235,88
ERR316867,88
ERR862351,310
ERR869847,310
ERR1192172,310
ERR862502,310
ERR869825,310
ERR1202218,310
ERR862391,310
ERR311094,310
ERR862384,310
ERR316930,310
ERR1288838,209
ERR316797,209
ERR311122,209
ERR1288839,209
ERR862463,56
ERR501510,56
ERR862275,56
ERR869816,56
ERR516666,117
ERR869888,266
ERR869864,266
ERR870028,266
ERR1192170,266
ERR869860,266
ERR1288853,266
ERR1288891,266
ERR1288892,266
ERR870003,118
ERR311099,118
ERR1192186,118
ERR1288845,118
ERR1288875,178
ERR1192198,178
ERR869873,178
ERR316738,178
ERR1288897,178
ERR1202232,178
ERR862501,208
ERR862369,208
ERR869855,208
ERR316884,208
ERR1288816,208
ERR862411,208
ERR862530,208
ERR316839,75
ERR1288843,75
ERR1202222,75
ERR316835,75
ERR316882,408
ERR316887,408
ERR316790,408
ERR869882,408
ERR869996,408
ERR311095,408
ERR316765,59
ERR316885,59
ERR862433,59
ERR862398,59
ERR316767,59
ERR316766,59
ERR862368,330
ERR316874,330
ERR316878,330
ERR316928,330
ERR316740,330
ERR311067,330
ERR862527,20
ERR311110,20
ERR869842,140
ERR316919,140
ERR1288841,190
ERR869857,190
ERR862456,190
ERR316922,190
ERR316708,190
ERR316890,267
ERR316895,267
ERR862371,141
ERR516658,141
ERR1202196,141
ERR316911,141
ERR316724,141
ERR862389,277
ERR862436,277
ERR1288884,277
ERR1288834,277
ERR316799,223
ERR774620,180
ERR774617,194
ERR501632,194
ERR1202373,194
ERR316918,194
ERR869990,491
ERR316728,491
ERR862268,491
ERR862519,491
ERR869966,158
ERR516693,158
ERR516667,158
ERR311149,158
ERR1288883,210
ERR1202217,481
ERR311098,481
ERR1202374,481
ERR1288820,442
ERR1288818,442
ERR862405,442
ERR869993,153
ERR862408,283
ERR862443,283
ERR1202243,172
ERR316745,172
ERR869867,558
ERR862511,558
ERR870005,152
ERR1288832,656
ERR1288831,656
ERR1202211,662
ERR1202213,662
ERR870007,688
ERR1192196,688
ERR869991,689
ERR870035,689
ERR869994,122
ERR316732,418
ERR1202197,414
ERR516629,200
ERR1288861,655
ERR1288840,963
ERR869987,280
ERR862515,1044
ERR862432,559
ERR501508,293
