Taxon,Cluster
ERR048027,1
ERR054579,1
ERR063913,1
ERR059996,1
ERR060002,1
ERR063850,1
ERR054491,1
ERR072203,1
ERR064019,1
ERR064197,1
ERR056867,1
ERR052614,1
ERR051635,1
ERR054246,1
ERR069672,1
ERR050048,1
ERR063788,1
ERR054530,1
ERR054543,1
ERR067932,1
ERR072212,1
ERR069592,1
ERR084191,1
ERR049980,1
ERR052597,1
ERR057847,1
ERR057895,1
ERR050032,1
ERR063802,1
ERR056881,1
ERR057946,1
ERR057785,1
ERR067860,1
ERR067847,1
ERR056788,1
ERR050001,1
ERR063935,1
ERR064052,1
ERR060011,1
ERR067918,1
ERR051592,1
ERR051669,1
ERR057992,1
ERR054355,1
ERR064155,1
ERR069613,1
ERR047928,1
ERR069678,1
ERR066348,1
ERR273525,1
ERR066258,1
ERR063900,1
ERR049996,1
ERR064232,1
ERR057876,1
ERR084293,1
ERR060005,1
ERR084318,1
ERR067854,1
ERR060020,1
ERR084203,1
ERR057884,42
ERR084284,42
ERR056897,42
ERR057784,42
ERR056824,42
ERR057986,42
ERR047972,42
ERR056716,42
ERR067901,42
ERR056774,42
ERR063834,42
ERR056764,42
ERR069660,42
ERR063985,42
ERR084292,42
ERR056789,42
ERR056694,42
ERR084173,42
ERR084310,42
ERR057922,42
ERR064041,42
ERR084169,42
ERR056797,42
ERR048006,42
ERR048049,42
ERR047929,42
ERR051434,42
ERR067916,42
ERR051650,42
ERR063929,42
ERR054631,42
ERR064165,42
ERR064128,42
ERR060046,42
ERR066245,42
ERR066275,42
ERR063829,42
ERR072209,42
ERR084224,42
ERR056873,42
ERR051539,42
ERR066218,42
ERR057896,42
ERR054629,42
ERR048136,42
ERR066352,42
ERR064185,42
ERR057997,42
ERR051505,42
ERR067782,42
ERR060017,42
ERR067799,42
ERR039623,42
ERR059991,42
ERR056783,42
ERR056820,42
ERR054294,42
ERR039564,42
ERR047923,42
ERR052632,42
ERR057939,42
ERR048107,42
ERR052607,42
ERR273517,42
ERR067949,42
ERR072183,42
ERR039648,42
ERR049942,42
ERR054244,42
ERR054570,42
ERR039562,42
ERR039624,42
ERR039638,42
ERR039636,42
ERR066221,42
ERR054598,42
ERR056711,42
ERR057987,42
ERR048048,42
ERR039579,42
ERR063851,42
ERR048123,42
ERR084199,42
ERR063992,42
ERR067912,42
ERR063984,42
ERR066330,42
ERR047931,42
ERR066287,42
ERR063816,42
ERR054456,42
ERR063861,42
ERR052620,42
ERR063934,42
ERR067853,42
ERR048112,42
ERR054580,42
ERR084239,42
ERR056790,42
ERR054258,42
ERR051485,42
ERR059958,42
ERR069655,42
ERR072181,42
ERR063963,42
ERR049961,42
ERR060023,42
ERR063873,42
ERR069624,42
ERR054582,42
ERR054534,42
ERR067939,42
ERR054470,42
ERR048036,42
ERR048073,42
ERR084321,42
ERR056808,42
ERR039631,42
ERR064049,42
ERR069652,42
ERR054496,42
ERR060052,42
ERR089617,42
ERR049975,42
ERR039610,42
ERR084280,42
ERR057776,42
ERR066187,42
ERR054503,42
ERR048111,42
ERR066208,42
ERR054423,42
ERR084157,42
ERR054254,42
ERR072213,42
ERR066241,42
ERR063923,42
ERR056859,42
ERR067911,42
ERR072226,42
ERR049109,42
ERR051510,42
ERR084207,42
ERR063889,42
ERR048018,42
ERR054271,42
ERR054391,42
ERR064139,42
ERR066212,42
ERR084257,42
ERR063852,42
ERR051550,42
ERR050037,42
ERR048195,42
ERR066210,42
ERR064032,42
ERR089619,42
ERR054414,42
ERR057803,42
ERR049963,42
ERR052593,42
ERR056866,42
ERR048170,42
ERR057934,42
ERR063886,42
ERR064101,42
ERR084244,42
ERR069654,42
ERR047932,42
ERR047943,42
ERR051501,42
ERR051456,42
ERR051412,42
ERR052642,42
ERR057917,42
ERR273508,42
ERR066303,42
ERR048039,42
ERR063833,42
ERR054345,42
ERR064111,42
ERR064120,42
ERR063862,42
ERR048178,42
ERR048012,42
ERR054618,42
ERR049123,42
ERR063938,42
ERR060009,42
ERR064219,42
ERR060024,42
ERR064202,42
ERR067771,42
ERR066190,42
ERR084277,42
ERR056766,42
ERR063854,42
ERR051477,22
ERR060034,22
ERR050038,22
ERR067788,22
ERR051633,22
ERR054596,22
ERR050027,22
ERR066331,22
ERR066200,22
ERR056717,22
ERR056840,22
ERR057915,22
ERR048173,22
ERR063830,22
ERR084256,22
ERR051454,22
ERR048098,22
ERR273515,22
ERR067894,22
ERR056796,22
ERR057930,22
ERR057783,22
ERR052647,22
ERR054336,22
ERR054433,22
ERR063973,22
ERR084255,22
ERR054231,22
ERR064105,22
ERR056853,22
ERR048200,22
ERR051445,22
ERR060037,22
ERR089620,22
ERR048087,22
ERR063919,22
ERR054643,22
ERR057845,22
ERR051473,22
ERR273524,22
ERR054417,22
ERR051425,22
ERR048007,22
ERR056868,22
ERR056767,22
ERR054349,22
ERR059972,22
ERR064035,22
ERR067833,22
ERR084179,22
ERR273548,22
ERR052581,22
ERR050012,22
ERR273510,22
ERR066318,22
ERR064108,22
ERR054451,22
ERR063875,22
ERR067798,22
ERR057767,22
ERR050056,22
ERR064198,22
ERR056709,22
ERR054239,22
ERR054266,22
ERR069604,22
ERR054343,22
ERR054479,22
ERR051644,22
ERR057766,22
ERR067843,22
ERR050031,22
ERR051457,22
ERR052590,22
ERR051653,22
ERR056818,22
ERR273540,22
ERR051490,22
ERR056801,22
ERR054253,22
ERR051583,22
ERR049968,22
ERR048169,22
ERR057958,22
ERR056683,22
ERR048100,22
ERR273529,22
ERR050029,22
ERR054381,22
ERR063869,22
ERR273504,22
ERR054379,22
ERR067834,22
ERR054408,22
ERR054501,22
ERR063936,22
ERR056771,22
ERR084281,22
ERR064208,22
ERR064009,22
ERR049085,22
ERR054532,22
ERR059962,22
ERR051527,22
ERR049950,22
ERR056726,22
ERR054498,22
ERR273514,22
ERR051543,22
ERR057791,22
ERR063818,22
ERR063864,22
ERR054569,22
ERR056869,22
ERR063958,22
ERR054319,22
ERR050002,22
ERR064043,22
ERR056727,22
ERR054560,22
ERR054415,22
ERR054576,22
ERR054262,22
ERR054591,22
ERR054442,22
ERR050010,22
ERR066224,22
ERR047935,22
ERR051558,22
ERR051589,22
ERR048185,22
ERR048149,22
ERR084274,22
ERR051663,22
ERR051520,22
ERR063792,22
ERR066294,22
ERR054225,22
ERR054449,22
ERR056846,22
ERR057773,22
ERR064016,22
ERR089623,22
ERR048046,22
ERR054312,22
ERR051437,22
ERR067863,22
ERR054289,22
ERR069617,22
ERR063952,22
ERR057887,22
ERR050006,22
ERR057801,22
ERR056691,22
ERR064100,22
ERR054256,22
ERR051613,22
ERR054599,22
ERR066201,22
ERR051671,22
ERR064207,22
ERR060008,22
ERR069637,22
ERR052612,22
ERR057925,22
ERR054630,22
ERR067959,22
ERR051621,22
ERR051618,22
ERR054601,22
ERR057975,22
ERR067919,22
ERR064047,22
ERR039635,22
ERR054291,22
ERR069670,22
ERR051452,22
ERR048188,22
ERR054428,22
ERR057858,22
ERR056689,22
ERR051590,22
ERR057994,22
ERR057771,22
ERR066345,22
ERR049087,22
ERR063860,22
ERR052583,22
ERR051489,22
ERR067822,22
ERR072236,22
ERR051622,22
ERR056829,22
ERR051509,22
ERR049104,22
ERR066309,22
ERR051427,22
ERR039589,8
ERR051424,8
ERR063995,8
ERR048084,8
ERR066251,8
ERR054581,8
ERR273545,8
ERR054308,8
ERR069598,8
ERR054290,8
ERR063927,8
ERR054495,8
ERR066357,8
ERR067805,8
ERR059969,8
ERR048202,8
ERR064024,8
ERR067869,8
ERR054511,8
ERR056706,8
ERR084263,8
ERR047934,8
ERR084269,8
ERR069626,8
ERR064187,8
ERR064191,8
ERR048045,8
ERR066297,8
ERR049945,8
ERR054360,8
ERR072202,8
ERR054301,8
ERR063872,8
ERR047952,8
ERR064053,8
ERR051453,8
ERR050061,8
ERR066271,8
ERR084200,8
ERR064230,6
ERR064131,6
ERR064209,6
ERR064114,6
ERR067871,6
ERR064118,6
ERR059985,6
ERR066273,6
ERR054614,6
ERR063965,6
ERR072243,6
ERR063991,6
ERR072231,6
ERR067873,6
ERR047911,6
ERR039601,6
ERR084262,6
ERR072237,6
ERR056837,6
ERR064078,6
ERR064142,6
ERR047902,6
ERR054269,6
ERR063856,6
ERR064112,6
ERR056845,6
ERR084221,6
ERR057856,6
ERR066264,6
ERR057923,6
ERR054416,6
ERR050066,6
ERR063999,6
ERR056890,6
ERR067900,6
ERR273544,6
ERR054508,6
ERR084306,6
ERR049991,6
ERR069630,6
ERR057827,6
ERR066180,6
ERR048172,6
ERR064150,6
ERR066349,6
ERR064045,6
ERR057982,6
ERR057799,6
ERR054506,6
ERR051521,6
ERR054286,6
ERR051662,6
ERR056835,6
ERR054638,6
ERR049121,6
ERR039621,6
ERR064151,6
ERR059995,6
ERR049106,6
ERR057805,6
ERR067801,6
ERR064051,6
ERR067872,6
ERR051643,6
ERR066306,6
ERR063987,6
ERR067889,6
ERR049952,6
ERR056864,6
ERR039652,6
ERR066310,6
ERR064182,6
ERR066329,6
ERR059976,6
ERR089629,6
ERR057988,6
ERR064113,6
ERR056810,6
ERR066266,6
ERR063893,6
ERR067858,6
ERR054370,6
ERR084156,6
ERR067956,6
ERR054547,6
ERR056684,6
ERR084178,6
ERR039585,6
ERR057853,6
ERR054404,6
ERR057890,6
ERR063983,6
ERR064203,6
ERR064031,6
ERR084211,6
ERR047958,6
ERR054558,6
ERR056703,12
ERR067904,12
ERR051494,12
ERR056755,12
ERR048080,12
ERR064190,12
ERR069619,12
ERR069634,12
ERR064067,12
ERR072177,12
ERR084226,12
ERR057862,12
ERR057779,12
ERR049081,12
ERR048143,12
ERR084202,12
ERR052640,12
ERR051652,12
ERR054472,12
ERR060035,12
ERR064065,12
ERR072239,12
ERR048147,12
ERR048155,12
ERR048037,12
ERR054390,12
ERR084249,12
ERR066192,12
ERR052615,12
ERR048044,12
ERR050068,12
ERR063795,12
ERR069608,12
ERR057818,12
ERR051487,12
ERR064057,12
ERR084273,12
ERR084215,12
ERR072238,12
ERR057908,12
ERR064055,12
ERR048138,12
ERR064063,12
ERR084206,12
ERR067895,12
ERR064064,12
ERR064028,12
ERR067867,12
ERR048085,12
ERR054465,12
ERR054263,12
ERR066256,12
ERR067778,12
ERR064060,12
ERR048148,12
ERR084286,12
ERR084275,12
ERR072192,12
ERR049110,12
ERR048158,12
ERR047957,12
ERR072227,12
ERR056787,12
ERR056826,12
ERR067866,12
ERR051413,12
ERR056828,12
ERR059988,12
ERR084220,12
ERR057947,12
ERR048159,12
ERR039653,12
ERR048090,12
ERR064211,12
ERR048163,12
ERR056888,12
ERR057812,12
ERR072228,12
ERR060019,12
ERR072180,12
ERR054327,12
ERR064017,12
ERR072176,12
ERR054276,12
ERR048031,12
ERR067947,12
ERR049947,12
ERR066361,12
ERR084212,12
ERR054413,12
ERR084319,12
ERR047947,12
ERR084312,12
ERR069607,12
ERR054435,12
ERR067773,12
ERR047982,12
ERR067903,12
ERR048070,79
ERR048131,79
ERR067808,79
ERR049125,79
ERR052648,79
ERR048071,79
ERR066239,79
ERR067862,79
ERR047897,79
ERR051462,79
ERR049973,79
ERR048135,79
ERR048118,79
ERR064068,79
ERR051442,79
ERR051531,79
ERR056687,79
ERR059977,79
ERR047961,79
ERR049937,79
ERR049987,79
ERR047960,79
ERR047981,79
ERR054380,79
ERR067922,79
ERR049985,79
ERR049119,79
ERR064020,79
ERR048043,79
ERR049951,79
ERR084252,79
ERR064174,79
ERR039584,79
ERR047901,79
ERR048058,79
ERR064036,79
ERR050067,79
ERR052604,79
ERR051665,79
ERR063805,79
ERR049103,79
ERR049938,79
ERR052644,79
ERR047927,79
ERR047913,79
ERR051440,79
ERR048001,79
ERR066291,79
ERR060051,79
ERR069594,79
ERR048162,79
ERR050076,79
ERR047918,79
ERR052601,79
ERR066246,79
ERR051504,79
ERR057811,79
ERR057760,79
ERR047983,79
ERR054232,79
ERR051420,79
ERR049088,79
ERR054372,79
ERR049992,79
ERR051481,79
ERR049113,79
ERR057932,79
ERR084260,79
ERR056872,79
ERR057950,79
ERR067777,79
ERR064058,79
ERR064106,79
ERR050028,79
ERR049977,79
ERR048091,79
ERR054522,79
ERR054549,79
ERR048096,79
ERR066304,79
ERR069644,79
ERR084165,79
ERR050065,79
ERR049118,79
ERR047945,79
ERR084167,79
ERR051525,79
ERR060048,79
ERR084214,79
ERR063907,79
ERR051519,79
ERR056871,79
ERR067791,79
ERR056879,79
ERR057824,79
ERR039644,79
ERR063955,79
ERR049093,79
ERR048075,79
ERR066307,79
ERR063986,79
ERR054589,30
ERR063925,30
ERR051631,30
ERR054300,30
ERR056762,30
ERR054460,30
ERR067897,30
ERR056849,30
ERR049100,30
ERR066233,30
ERR056780,30
ERR067865,30
ERR054314,30
ERR064074,30
ERR052609,30
ERR057980,30
ERR056773,30
ERR064141,30
ERR048035,30
ERR063943,30
ERR054527,30
ERR051451,30
ERR054444,30
ERR057822,30
ERR064214,30
ERR048127,30
ERR063807,30
ERR054483,30
ERR054487,30
ERR067831,30
ERR057979,30
ERR047917,30
ERR057969,30
ERR054447,30
ERR051655,30
ERR067800,30
ERR050074,30
ERR064132,30
ERR064195,30
ERR057763,30
ERR084231,30
ERR064039,30
ERR064170,30
ERR054427,30
ERR066267,30
ERR060031,30
ERR067830,30
ERR054373,30
ERR084288,30
ERR069676,30
ERR063791,30
ERR059970,30
ERR063853,30
ERR084197,30
ERR047924,30
ERR059960,30
ERR056792,30
ERR054595,30
ERR063894,30
ERR039617,30
ERR066186,30
ERR051658,30
ERR066184,30
ERR066262,30
ERR051474,30
ERR051459,30
ERR084303,30
ERR067868,30
ERR067794,30
ERR054424,30
ERR069597,30
ERR057848,30
ERR066364,30
ERR067938,30
ERR057804,30
ERR057926,30
ERR063922,30
ERR051673,30
ERR048102,30
ERR054486,30
ERR047994,30
ERR054305,30
ERR057938,30
ERR089616,30
ERR056887,30
ERR064062,30
ERR054438,30
ERR064226,30
ERR060026,30
ERR066367,30
ERR089618,30
ERR063974,30
ERR067923,30
ERR054402,30
ERR049997,30
ERR067857,30
ERR063997,30
ERR066279,30
ERR072210,30
ERR064229,30
ERR047996,29
ERR047967,29
ERR054399,29
ERR048110,29
ERR063961,29
ERR066206,29
ERR066182,29
ERR084190,29
ERR054590,29
ERR048156,29
ERR057774,29
ERR063897,29
ERR067905,29
ERR057916,29
ERR054494,29
ERR064077,29
ERR084230,29
ERR067933,29
ERR066320,29
ERR054500,29
ERR064044,29
ERR069620,29
ERR066323,29
ERR047977,29
ERR051666,29
ERR063899,29
ERR064002,29
ERR072240,29
ERR056804,29
ERR072217,29
ERR067790,29
ERR067941,29
ERR063824,29
ERR052605,29
ERR069621,29
ERR051441,29
ERR067896,29
ERR047997,29
ERR051604,29
ERR064107,29
ERR069625,29
ERR067955,29
ERR084177,29
ERR048013,29
ERR072221,29
ERR051467,29
ERR066313,29
ERR072206,29
ERR060010,29
ERR064070,29
ERR057898,29
ERR054518,29
ERR069673,29
ERR057954,29
ERR067829,29
ERR064168,29
ERR039572,29
ERR067931,29
ERR063849,29
ERR057832,29
ERR069679,29
ERR056831,29
ERR048121,29
ERR064137,29
ERR060015,29
ERR052643,29
ERR051568,29
ERR069648,29
ERR051542,29
ERR064176,29
ERR051600,29
ERR067811,29
ERR048180,29
ERR050052,29
ERR066178,29
ERR069667,29
ERR084236,29
ERR064018,29
ERR064071,29
ERR084176,29
ERR054311,29
ERR056769,29
ERR069629,29
ERR084168,29
ERR063819,29
ERR066298,29
ERR063867,29
ERR057965,29
ERR273513,29
ERR054567,29
ERR048174,29
ERR063823,29
ERR048054,44
ERR067942,44
ERR054526,44
ERR064192,44
ERR064183,44
ERR048082,44
ERR057819,44
ERR048184,44
ERR084183,44
ERR054440,44
ERR048021,44
ERR054492,44
ERR067802,44
ERR057870,44
ERR069638,44
ERR048030,44
ERR066311,44
ERR063817,44
ERR063988,44
ERR048078,44
ERR054453,44
ERR066183,44
ERR084205,44
ERR051491,44
ERR052589,44
ERR084233,44
ERR054245,44
ERR048126,44
ERR066219,44
ERR069614,44
ERR054396,44
ERR056697,44
ERR054227,44
ERR084240,44
ERR056702,44
ERR051444,44
ERR054264,44
ERR066292,44
ERR084241,44
ERR048203,44
ERR084223,44
ERR063931,44
ERR048151,44
ERR067943,44
ERR057919,44
ERR054550,44
ERR056858,44
ERR051594,44
ERR084181,44
ERR072194,44
ERR067786,44
ERR057826,44
ERR049971,44
ERR072207,44
ERR051508,44
ERR066295,44
ERR273547,44
ERR057967,44
ERR048028,44
ERR057991,44
ERR084311,44
ERR059963,44
ERR056707,44
ERR064228,44
ERR273520,44
ERR066177,44
ERR063812,44
ERR057761,44
ERR084234,44
ERR063939,44
ERR051517,44
ERR069666,44
ERR054507,44
ERR069645,44
ERR056708,44
ERR066261,11
ERR067921,11
ERR057813,11
ERR084290,11
ERR066191,11
ERR067839,11
ERR064213,11
ERR084216,11
ERR064090,11
ERR057974,11
ERR063796,11
ERR064021,11
ERR069669,11
ERR084278,11
ERR056861,11
ERR054422,11
ERR072188,11
ERR084287,11
ERR059992,11
ERR067837,11
ERR072196,11
ERR084283,11
ERR063890,11
ERR060049,11
ERR067888,11
ERR056784,11
ERR072184,11
ERR072242,11
ERR063980,11
ERR064011,11
ERR084296,11
ERR047930,85
ERR064025,85
ERR050016,85
ERR063993,85
ERR056841,85
ERR050019,85
ERR063971,85
ERR048134,85
ERR051651,85
ERR063920,85
ERR047990,85
ERR047951,85
ERR063828,85
ERR052603,85
ERR067870,85
ERR054229,85
ERR054236,85
ERR048041,85
ERR057905,85
ERR063820,85
ERR060044,85
ERR054330,85
ERR048022,85
ERR054313,85
ERR084232,85
ERR064143,85
ERR054566,85
ERR054586,85
ERR051426,85
ERR057865,85
ERR054340,85
ERR084166,85
ERR084297,85
ERR047991,85
ERR064227,85
ERR064179,85
ERR054468,85
ERR057937,85
ERR049112,85
ERR054338,85
ERR054268,85
ERR067936,85
ERR060042,85
ERR054542,85
ERR064220,85
ERR069656,85
ERR048068,85
ERR049948,85
ERR051627,85
ERR064171,85
ERR084172,85
ERR069651,85
ERR064129,85
ERR057864,85
ERR063838,85
ERR067861,85
ERR051576,85
ERR084219,85
ERR057861,85
ERR049978,85
ERR051560,85
ERR084294,85
ERR054608,85
ERR054344,85
ERR048086,85
ERR048060,85
ERR049943,85
ERR054597,85
ERR047950,85
ERR056693,85
ERR056700,85
ERR049979,96
ERR051488,96
ERR048059,96
ERR051458,96
ERR054255,96
ERR054636,96
ERR039618,96
ERR048103,96
ERR054363,96
ERR052613,96
ERR054564,96
ERR039608,96
ERR051564,96
ERR066270,96
ERR047933,96
ERR052628,96
ERR050033,96
ERR057800,96
ERR049966,96
ERR050046,96
ERR052622,96
ERR054488,96
ERR051422,96
ERR054573,96
ERR054321,96
ERR039583,96
ERR052598,96
ERR066293,96
ERR048164,96
ERR057900,96
ERR064029,96
ERR057959,96
ERR047921,96
ERR048020,96
ERR051446,96
ERR064127,96
ERR048032,96
ERR050072,96
ERR049956,96
ERR057894,96
ERR051617,96
ERR084314,96
ERR047985,96
ERR064054,96
ERR056696,96
ERR064003,96
ERR084175,96
ERR049974,96
ERR084315,96
ERR057772,96
ERR050045,96
ERR057873,96
ERR054443,96
ERR054267,96
ERR056710,96
ERR072182,96
ERR050041,96
ERR051660,96
ERR057989,96
ERR051657,96
ERR064095,96
ERR063946,96
ERR054572,96
ERR064221,96
ERR089622,96
ERR048033,96
ERR056814,96
ERR051497,96
ERR051419,96
ERR060033,96
ERR064083,96
ERR051429,96
ERR048157,96
ERR052629,96
ERR066281,93
ERR064121,93
ERR067948,93
ERR066346,93
ERR054648,93
ERR064059,93
ERR063814,93
ERR066274,93
ERR063883,93
ERR066196,93
ERR072193,93
ERR064116,93
ERR067803,93
ERR064030,93
ERR056894,93
ERR067815,93
ERR057942,93
ERR064056,93
ERR039629,93
ERR067850,93
ERR051536,93
ERR054517,93
ERR050075,93
ERR054611,93
ERR054563,93
ERR051561,93
ERR066341,93
ERR039590,93
ERR054493,93
ERR057786,93
ERR063813,93
ERR063826,93
ERR048009,93
ERR057843,93
ERR069643,93
ERR049944,93
ERR064061,93
ERR051608,93
ERR056876,93
ERR057956,93
ERR063977,93
ERR056860,93
ERR051596,93
ERR057927,93
ERR057892,93
ERR056863,93
ERR051582,93
ERR057964,93
ERR063996,93
ERR054544,93
ERR064145,93
ERR051632,93
ERR084309,93
ERR066207,93
ERR066260,93
ERR066277,93
ERR048166,93
ERR057971,93
ERR057808,93
ERR051502,93
ERR057869,93
ERR066198,93
ERR039591,93
ERR050036,93
ERR039587,93
ERR039609,93
ERR050021,93
ERR072229,93
ERR057960,93
ERR084160,93
ERR057764,93
ERR067875,93
ERR063811,93
ERR054247,93
ERR066197,93
ERR054320,93
ERR039641,26
ERR054619,26
ERR054616,26
ERR054429,26
ERR052635,26
ERR057817,26
ERR063855,26
ERR054346,26
ERR049094,26
ERR048196,26
ERR048122,26
ERR056885,26
ERR084184,26
ERR064103,26
ERR063969,26
ERR084196,26
ERR051599,26
ERR066188,26
ERR047894,26
ERR064157,26
ERR060045,26
ERR067772,26
ERR054559,26
ERR064196,26
ERR048092,26
ERR057793,26
ERR063827,26
ERR064042,26
ERR049115,26
ERR057924,26
ERR039642,26
ERR047988,26
ERR063839,26
ERR054388,26
ERR048106,26
ERR054632,26
ERR047987,26
ERR064048,26
ERR066181,26
ERR049099,26
ERR064146,26
ERR273523,26
ERR064102,26
ERR054257,26
ERR069590,26
ERR054339,26
ERR066319,26
ERR056886,26
ERR051507,26
ERR056713,26
ERR056712,26
ERR048023,26
ERR067856,26
ERR084188,26
ERR057875,26
ERR054551,26
ERR084163,26
ERR056891,26
ERR084195,26
ERR054469,26
ERR054238,74
ERR048051,74
ERR067795,74
ERR054482,74
ERR056836,74
ERR057912,74
ERR064004,74
ERR054622,74
ERR056847,74
ERR051559,74
ERR072216,74
ERR067928,74
ERR054462,74
ERR054635,74
ERR067855,74
ERR054490,74
ERR067809,74
ERR048145,74
ERR067793,74
ERR072222,74
ERR064189,74
ERR047986,74
ERR273549,74
ERR063921,74
ERR067774,74
ERR057972,74
ERR056805,74
ERR084235,74
ERR063880,74
ERR059959,74
ERR054420,74
ERR059974,74
ERR063863,74
ERR048002,74
ERR051659,74
ERR063879,74
ERR057867,74
ERR057951,74
ERR067879,74
ERR064223,74
ERR051557,74
ERR054259,74
ERR064163,74
ERR064013,74
ERR064123,74
ERR050042,74
ERR063910,74
ERR064119,74
ERR084229,74
ERR063953,74
ERR072235,74
ERR054334,74
ERR064086,74
ERR052625,74
ERR069642,74
ERR066225,74
ERR048042,74
ERR064069,74
ERR048050,27
ERR057970,27
ERR039602,27
ERR049122,27
ERR051586,27
ERR054329,27
ERR051530,27
ERR039632,27
ERR054332,27
ERR051480,27
ERR052606,27
ERR056799,27
ERR051595,27
ERR056757,27
ERR054475,27
ERR054644,27
ERR054252,27
ERR057790,27
ERR054546,27
ERR047968,27
ERR051598,27
ERR054393,27
ERR049962,9
ERR066339,9
ERR067781,9
ERR054556,9
ERR054605,9
