sample,GPSC
ERR044893,4
ERR045386,4
ERR045036,4
ERR046107,4
ERR044935,4
ERR046131,4
ERR045350,4
ERR047124,4
ERR047126,4
ERR046138,4
ERR044947,4
ERR046152,4
ERR045373,904;9
ERR045366,904;9
ERR044951,904;9
ERR045396,904;9
ERR045410,904;9
ERR045421,904;9
ERR045022,24
ERR045026,24
ERR045034,24
ERR044888,24
ERR044906,24
ERR044968,24
ERR044861,24
ERR045024,24
ERR044895,24
ERR044930,24
ERR044921,24
ERR046053,24
ERR044932,24
ERR044891,24
ERR044937,24
ERR044979,24
ERR044984,24
ERR044961,24
ERR044911,24
ERR044959,24
ERR044886,24
ERR044964,24
ERR044952,24
ERR045003,24
ERR044874,24
ERR045027,24
ERR044983,24
ERR044940,24
ERR044973,24
ERR046168,24
ERR046100,24
ERR044878,24
ERR044899,24
ERR046105,24
ERR045017,24
ERR044887,24
ERR044879,24
ERR044865,24
ERR046157,24
ERR044942,24
ERR046051,24
ERR047134,24
ERR044958,24
ERR044900,18
ERR046159,18
ERR044924,18
ERR044881,18
ERR045002,18
ERR044980,18
ERR047131,29
ERR047154,29
ERR046068,29
ERR046064,29
ERR044990,29
ERR046193,29
ERR045382,29
ERR048214,29
ERR044989,29
ERR045406,29
ERR046200,29
ERR044916,29
ERR044985,29
ERR045437,29
ERR045037,29
ERR044918,29
ERR044877,29
ERR046049,29
ERR045014,29
ERR046087,29
ERR046091,29
ERR048213,29
ERR045007,29
ERR045372,29
ERR046127,29
ERR046060,29
ERR045426,29
ERR046096,29
ERR046129,29
ERR044995,29
ERR048217,29
ERR044925,29
ERR048218,29
ERR048221,29
ERR048208,29
ERR046098,29
ERR045038,29
ERR046099,29
ERR046167,36
ERR045379,36
ERR046153,36
ERR047108,36
ERR044986,36
ERR046139,36
ERR047157,36
ERR045427,36
ERR046093,36
ERR044969,36
ERR044894,36
ERR047135,36
ERR045359,36
ERR047104,36
ERR046192,36
ERR045403,36
ERR045436,36
ERR045006,36
ERR045016,36
ERR045381,36
ERR045357,36
ERR045411,36
ERR047105,36
ERR046056,36
ERR047130,36
ERR045361,16
ERR046057,16
ERR046145,16
ERR045404,16
ERR045374,16
ERR046164,16
ERR045049,64
ERR044962,64
ERR045019,64
ERR045004,64
ERR048206,64
ERR044926,64
ERR044873,64
ERR044943,64
ERR046063,64
ERR046101,64
ERR046201,64
ERR048212,64
ERR048215,64
ERR044904,64
ERR046110,64
ERR044977,64
ERR044963,64
ERR045045,64
ERR045044,64
ERR044884,64
ERR048216,64
ERR046163,64
ERR045354,64
ERR044892,64
ERR047160,64
ERR044875,64
ERR048219,64
ERR046202,64
ERR046132,64
ERR046079,64
ERR044978,49
ERR044864,49
ERR044996,49
ERR046115,49
ERR044920,49
ERR044871,49
ERR045021,49
ERR045389,49
ERR044915,6
ERR044923,6
ERR046134,6
ERR044868,6
ERR045023,6
ERR044903,6
ERR047110,6
ERR044912,6
ERR044939,6
ERR044905,6
ERR044860,6
ERR046061,61
ERR046182,61
ERR045356,45
ERR045383,45
ERR047107,19
ERR045363,19
ERR048227,19
ERR046142,19
ERR046054,19
ERR045407,19
ERR046076,19
ERR046106,19
ERR046154,19
ERR044967,19
ERR046088,19
ERR046189,19
ERR046196,19
ERR046077,19
ERR045043,19
ERR045375,19
ERR046183,19
ERR044882,12
ERR046102,12
ERR046176,12
ERR046150,12
ERR044929,12
ERR048220,12
ERR046171,46
ERR047119,46
ERR047128,46
ERR047113,46
ERR044956,46
ERR048210,46
ERR044946,46
ERR044974,46
ERR047127,46
ERR046109,38
ERR044936,38
ERR046086,38
ERR046203,38
ERR044953,38
ERR046204,38
ERR044880,38
ERR046122,38
ERR047133,38
ERR044910,57
ERR047153,57
ERR045018,57
ERR047132,57
ERR045040,44
ERR044982,44
ERR044955,44
ERR044960,44
ERR044898,44
ERR044999,44
ERR044972,376
ERR045400,99
ERR045412,99
ERR047139,99
ERR046155,99
ERR046177,99
ERR045413,99
ERR047164,99
ERR046207,99
ERR044966,3
ERR047120,3
ERR045433,3
ERR047109,3
ERR046191,3
ERR045362,3
ERR047136,3
ERR046108,3
ERR045429,3
ERR045042,14
ERR046052,81
ERR044859,81
ERR046082,81
ERR044913,11
ERR047138,11
ERR046092,11
ERR045402,11
ERR047151,11
ERR046147,11
ERR045377,11
ERR047123,11
ERR046209,50
ERR047122,72
ERR045397,89
ERR047112,89
ERR046059,89
ERR044876,32
ERR044897,27
ERR045035,39
ERR044927,39
ERR045001,39
ERR044941,39
ERR046113,39
ERR046205,61
ERR045416,140
ERR046085,140
ERR045369,140
ERR047115,140
ERR046185,258
ERR046169,258
ERR044867,35
ERR046119,35
ERR046137,35
ERR045418,124
ERR046123,124
ERR045409,75
ERR047137,75
ERR046074,75
ERR045430,31
ERR046104,31
ERR044949,316
ERR044933,316
ERR046125,60
ERR046083,60
ERR044945,315
ERR045041,315
ERR047106,55
ERR044931,45
ERR044970,45
ERR047143,111
ERR045424,619
ERR046081,620
ERR048224,102
ERR045020,18
ERR044902,157
